civilization_id,name,species,planet_id,tech_level,energy_source,government_type,civilization_age
2d7a6c7193,Unified Omega-bulgis Council,"{'species_id': '8f7f0b4433', 'name': 'Omega-bulgis', 'planet_id': 'c3acae4279', 'intelligence': 76.72, 'cooperation': 38.45, 'aggression': 38.61, 'adaptability': 25.94, 'lifespan': 44.73, 'population': 3746166561.0}",c3acae4279,100.0,Dyson Swarm Prototype,AI Governance,222259.0
c4d87c45ee,Unified Bulgite Council,"{'species_id': '5295fb32c9', 'name': 'Bulgite', 'planet_id': 'df3779081f', 'intelligence': 97.72, 'cooperation': 52.26, 'aggression': 48.81, 'adaptability': 29.01, 'lifespan': 53.18, 'population': 13088305498.0}",df3779081f,100.0,Dyson Swarm Prototype,Technocracy,135917.0
62a7129a59,Unified Bulgian Council,"{'species_id': 'de766a63df', 'name': 'Bulgian', 'planet_id': '761dc46bfb', 'intelligence': 81.15, 'cooperation': 32.63, 'aggression': 51.96, 'adaptability': 27.67, 'lifespan': 46.8, 'population': 5870664321.0}",761dc46bfb,100.0,Dyson Swarm Prototype,AI Governance,215756.0
1e3994853e,Consolidated Thranian Worlds,"{'species_id': '871496b1a3', 'name': 'Thranian', 'planet_id': 'ea39321ef5', 'intelligence': 58.66, 'cooperation': 41.67, 'aggression': 51.02, 'adaptability': 37.96, 'lifespan': 44.66, 'population': 555071867.0}",ea39321ef5,100.0,Dyson Swarm Prototype,Monarchy,140479.0
b28f9ec7d4,Scientific Thranari Union,"{'species_id': 'cbf3cfcef8', 'name': 'Thranari', 'planet_id': 'f2a9984428', 'intelligence': 89.29, 'cooperation': 47.42, 'aggression': 45.21, 'adaptability': 24.64, 'lifespan': 49.92, 'population': 6674704846.0}",f2a9984428,100.0,Dyson Swarm Prototype,Technocracy,68158.0
634ad45f7e,Scientific Aurelan Union,"{'species_id': '01c511e30a', 'name': 'Aurelan', 'planet_id': '81f92b3c38', 'intelligence': 81.73, 'cooperation': 42.92, 'aggression': 44.76, 'adaptability': 54.31, 'lifespan': 51.79, 'population': 2937947060.0}",81f92b3c38,86.4,Antimatter,Scientific Council,330684.0
75912c8e4c,Kaelumari Directorate,"{'species_id': '43950af122', 'name': 'Kaelumari', 'planet_id': '8a6656d3f1', 'intelligence': 83.53, 'cooperation': 55.17, 'aggression': 59.09, 'adaptability': 50.24, 'lifespan': 49.4, 'population': 7890396148.0}",8a6656d3f1,100.0,Dyson Swarm Prototype,Scientific Council,249032.0
d07bc4ae63,Scientific Valian Union,"{'species_id': 'ef115f77c3', 'name': 'Valian', 'planet_id': 'ec05aeaf84', 'intelligence': 76.89, 'cooperation': 46.96, 'aggression': 44.28, 'adaptability': 19.0, 'lifespan': 61.94, 'population': 15000000000.0}",ec05aeaf84,81.92,Antimatter,Scientific Council,36881.0
9696ce2491,Scientific Vesperari Union,"{'species_id': '22c462f8cd', 'name': 'Vesperari', 'planet_id': '03ea73d15e', 'intelligence': 82.69, 'cooperation': 57.98, 'aggression': 39.98, 'adaptability': 35.14, 'lifespan': 52.57, 'population': 3208243294.0}",03ea73d15e,100.0,Dyson Swarm Prototype,Technocracy,69054.0
7036dbff3e,Scientific Orionite Union,"{'species_id': '5b3da730af', 'name': 'Orionite', 'planet_id': 'ef69f3ae2b', 'intelligence': 78.38, 'cooperation': 57.23, 'aggression': 40.24, 'adaptability': 35.99, 'lifespan': 34.04, 'population': 15000000000.0}",ef69f3ae2b,53.01,Nuclear,Collective,95400.0
c98968025a,Orionan Directorate,"{'species_id': '49a0a888d6', 'name': 'Orionan', 'planet_id': '866ec22212', 'intelligence': 82.88, 'cooperation': 60.9, 'aggression': 31.35, 'adaptability': 42.19, 'lifespan': 44.83, 'population': 9936125535.0}",866ec22212,77.35,Fusion,Federation,9372.0
9d449a31b9,Consolidated Omega-cygnis Worlds,"{'species_id': '8798689d13', 'name': 'Omega-cygnis', 'planet_id': '56ddb257ee', 'intelligence': 62.07, 'cooperation': 64.01, 'aggression': 43.49, 'adaptability': 31.96, 'lifespan': 58.09, 'population': 14379751029.0}",56ddb257ee,62.31,Fusion,Collective,60701.0
12f8de3472,Thranari Commonwealth,"{'species_id': '2e89f860e3', 'name': 'Thranari', 'planet_id': '64569d639c', 'intelligence': 56.8, 'cooperation': 48.47, 'aggression': 38.25, 'adaptability': 32.53, 'lifespan': 46.65, 'population': 5744834989.0}",64569d639c,51.55,Nuclear,Technocracy,15580.0
afc6771a1e,Unified Xenoid Council,"{'species_id': 'ba8788fc05', 'name': 'Xenoid', 'planet_id': '4c11c0b340', 'intelligence': 81.53, 'cooperation': 37.93, 'aggression': 37.93, 'adaptability': 50.9, 'lifespan': 25.19, 'population': 518379791.0}",4c11c0b340,89.43,Antimatter,Scientific Council,399561.0
55c2a4dc5e,Thranari Commonwealth,"{'species_id': 'b9afcc3685', 'name': 'Thranari', 'planet_id': 'b8b6836452', 'intelligence': 73.26, 'cooperation': 47.32, 'aggression': 45.87, 'adaptability': 48.5, 'lifespan': 32.19, 'population': 443882172.0}",b8b6836452,100.0,Dyson Swarm Prototype,Technocracy,190260.0
3779c3fe76,Unified Zelian Council,"{'species_id': 'f07d66f608', 'name': 'Zelian', 'planet_id': '1f08297f68', 'intelligence': 87.22, 'cooperation': 49.73, 'aggression': 55.51, 'adaptability': 32.51, 'lifespan': 32.75, 'population': 2845763210.0}",1f08297f68,87.33,Antimatter,AI Governance,399672.0
cd01ef6fd0,Scientific Merari Union,"{'species_id': '76127709f8', 'name': 'Merari', 'planet_id': '707779f6f3', 'intelligence': 100.0, 'cooperation': 53.68, 'aggression': 13.83, 'adaptability': 59.87, 'lifespan': 57.28, 'population': 11613708266.0}",707779f6f3,100.0,Dyson Swarm Prototype,Technocracy,409873.0
63803c4eb1,Unified Zelari Council,"{'species_id': '938a7de7e1', 'name': 'Zelari', 'planet_id': 'fde5089e92', 'intelligence': 75.01, 'cooperation': 43.59, 'aggression': 38.85, 'adaptability': 37.0, 'lifespan': 54.56, 'population': 1908044108.0}",fde5089e92,88.76,Antimatter,Technocracy,55714.0
20dcee6871,Unified Valoid Council,"{'species_id': 'b6a65114b3', 'name': 'Valoid', 'planet_id': '7f1c20dd07', 'intelligence': 85.04, 'cooperation': 44.13, 'aggression': 15.43, 'adaptability': 37.46, 'lifespan': 41.1, 'population': 3730086781.0}",7f1c20dd07,100.0,Dyson Swarm Prototype,Technocracy,218547.0
53856bd8ca,Allied Sagittariian Systems,"{'species_id': 'f87b05a34a', 'name': 'Sagittariian', 'planet_id': 'c8305bdc8e', 'intelligence': 60.53, 'cooperation': 51.33, 'aggression': 51.53, 'adaptability': 41.94, 'lifespan': 33.47, 'population': 4027734753.0}",c8305bdc8e,73.0,Fusion,Technocracy,87533.0
da38a63176,Unified Orionis Council,"{'species_id': 'ee045a5d2e', 'name': 'Orionis', 'planet_id': 'dc25804b7a', 'intelligence': 91.18, 'cooperation': 64.64, 'aggression': 30.7, 'adaptability': 44.58, 'lifespan': 46.64, 'population': 12666366526.0}",dc25804b7a,96.51,Dyson Swarm Prototype,Scientific Council,475100.0
8196db66b3,Scientific Thranan Union,"{'species_id': 'ce24b340ae', 'name': 'Thranan', 'planet_id': '408ed4a007', 'intelligence': 88.21, 'cooperation': 50.48, 'aggression': 17.52, 'adaptability': 18.79, 'lifespan': 48.41, 'population': 12832948985.0}",408ed4a007,100.0,Dyson Swarm Prototype,AI Governance,499801.0
f004cb791e,Scientific Perseian Union,"{'species_id': 'ad982cf83b', 'name': 'Perseian', 'planet_id': '114274e253', 'intelligence': 89.56, 'cooperation': 43.3, 'aggression': 35.35, 'adaptability': 28.9, 'lifespan': 72.9, 'population': 12160862196.0}",114274e253,100.0,Dyson Swarm Prototype,Technocracy,331845.0
15955262e1,Aurelian Directorate,"{'species_id': '22fc7336f6', 'name': 'Aurelian', 'planet_id': '851c94e00b', 'intelligence': 84.04, 'cooperation': 57.69, 'aggression': 22.93, 'adaptability': 36.99, 'lifespan': 59.31, 'population': 11014776085.0}",851c94e00b,66.28,Fusion,AI Governance,20784.0
c3662e3808,Unified Sagittariite Council,"{'species_id': '0e920e45d7', 'name': 'Sagittariite', 'planet_id': '24346853f9', 'intelligence': 91.96, 'cooperation': 65.59, 'aggression': 39.67, 'adaptability': 25.73, 'lifespan': 54.64, 'population': 15000000000.0}",24346853f9,79.74,Fusion,Technocracy,75193.0
7dc225fd37,Consolidated Orionian Worlds,"{'species_id': '165cf67011', 'name': 'Orionian', 'planet_id': '9f03b3cb31', 'intelligence': 66.9, 'cooperation': 43.66, 'aggression': 31.3, 'adaptability': 27.68, 'lifespan': 63.32, 'population': 12462420741.0}",9f03b3cb31,87.1,Antimatter,Technocracy,62342.0
373ea01e5c,Consolidated Zylaris Worlds,"{'species_id': 'd41e3a1f5d', 'name': 'Zylaris', 'planet_id': 'e6f90b38b8', 'intelligence': 63.87, 'cooperation': 72.42, 'aggression': 44.28, 'adaptability': 54.73, 'lifespan': 41.51, 'population': 7364566226.0}",e6f90b38b8,66.87,Fusion,Technocracy,83623.0
17fee1a6ac,The Thranite Federation,"{'species_id': 'c9e7fd4b5a', 'name': 'Thranite', 'planet_id': '4920896483', 'intelligence': 62.28, 'cooperation': 58.77, 'aggression': 37.69, 'adaptability': 44.85, 'lifespan': 30.26, 'population': 7118285910.0}",4920896483,68.78,Fusion,AI Governance,75633.0
66d46fcd47,Consolidated Orionite Worlds,"{'species_id': 'fc1e40037d', 'name': 'Orionite', 'planet_id': 'aab903b124', 'intelligence': 63.51, 'cooperation': 74.57, 'aggression': 44.41, 'adaptability': 37.63, 'lifespan': 63.88, 'population': 8346494733.0}",aab903b124,57.99,Nuclear,Democracy,34869.0
dffeed89fb,Chi-bulgis Directorate,"{'species_id': 'c0aca33dec', 'name': 'Chi-bulgis', 'planet_id': '1b16b0564a', 'intelligence': 83.14, 'cooperation': 70.38, 'aggression': 35.3, 'adaptability': 21.49, 'lifespan': 43.8, 'population': 1961706057.0}",1b16b0564a,83.69,Antimatter,Federation,209809.0
cd3cb2af45,The Chi-bulgis Federation,"{'species_id': 'a3e784f699', 'name': 'Chi-bulgis', 'planet_id': 'e8d4eea8fa', 'intelligence': 72.58, 'cooperation': 55.14, 'aggression': 39.64, 'adaptability': 50.77, 'lifespan': 35.98, 'population': 5869888404.0}",e8d4eea8fa,100.0,Dyson Swarm Prototype,Democracy,164272.0
5d262aaec3,Consolidated Xenite Worlds,"{'species_id': 'aac4567214', 'name': 'Xenite', 'planet_id': '03f6a9b18e', 'intelligence': 66.1, 'cooperation': 73.14, 'aggression': 50.54, 'adaptability': 46.02, 'lifespan': 36.73, 'population': 2219511230.0}",03f6a9b18e,92.71,Antimatter,AI Governance,386672.0
db6da7e17a,Orionis Directorate,"{'species_id': '060f7cd163', 'name': 'Orionis', 'planet_id': '74d2f9d15e', 'intelligence': 81.22, 'cooperation': 53.53, 'aggression': 34.99, 'adaptability': 38.54, 'lifespan': 41.17, 'population': 3632782830.0}",74d2f9d15e,96.35,Dyson Swarm Prototype,Collective,163786.0
73573955bb,Orionite Directorate,"{'species_id': '8d5599de97', 'name': 'Orionite', 'planet_id': '867af92e3e', 'intelligence': 91.48, 'cooperation': 53.35, 'aggression': 17.69, 'adaptability': 36.71, 'lifespan': 58.25, 'population': 5838467662.0}",867af92e3e,97.26,Dyson Swarm Prototype,Technocracy,260012.0
f2bbbfc167,Bulgan Commonwealth,"{'species_id': '0bf6911d4a', 'name': 'Bulgan', 'planet_id': '1aed7af55d', 'intelligence': 58.89, 'cooperation': 60.28, 'aggression': 49.95, 'adaptability': 35.37, 'lifespan': 44.59, 'population': 7702415437.0}",1aed7af55d,79.21,Fusion,Scientific Council,12746.0
f929aa33ac,Bulgian Commonwealth,"{'species_id': '71e5ae2253', 'name': 'Bulgian', 'planet_id': 'ebebd202ca', 'intelligence': 68.58, 'cooperation': 74.34, 'aggression': 34.86, 'adaptability': 34.86, 'lifespan': 28.92, 'population': 449305110.0}",ebebd202ca,67.45,Fusion,Monarchy,71761.0
28d83c4b42,Scientific Bulgite Union,"{'species_id': 'ef71433af7', 'name': 'Bulgite', 'planet_id': 'f52b7a81a2', 'intelligence': 77.07, 'cooperation': 52.7, 'aggression': 45.56, 'adaptability': 41.57, 'lifespan': 52.71, 'population': 13568657544.0}",f52b7a81a2,100.0,Dyson Swarm Prototype,Federation,425140.0
0ddd78edbb,The Delta-bulgis Federation,"{'species_id': '5aa6fd70e5', 'name': 'Delta-bulgis', 'planet_id': 'bc8d7a1df5', 'intelligence': 65.15, 'cooperation': 68.57, 'aggression': 31.63, 'adaptability': 37.11, 'lifespan': 38.83, 'population': 10309457661.0}",bc8d7a1df5,80.0,Antimatter,Democracy,227867.0
d7ec4d3018,Thranan Directorate,"{'species_id': '87b0710b7a', 'name': 'Thranan', 'planet_id': '568a7bc8fb', 'intelligence': 82.72, 'cooperation': 47.79, 'aggression': 58.95, 'adaptability': 41.61, 'lifespan': 50.82, 'population': 15000000000.0}",568a7bc8fb,93.5,Antimatter,Technocracy,426424.0
adc1c77061,Unified Thranis Council,"{'species_id': '361ad6ddc1', 'name': 'Thranis', 'planet_id': 'ea43cc200f', 'intelligence': 86.31, 'cooperation': 60.1, 'aggression': 25.29, 'adaptability': 57.03, 'lifespan': 49.06, 'population': 8802973120.0}",ea43cc200f,100.0,Dyson Swarm Prototype,Scientific Council,115896.0
931aa9655e,Orionite Directorate,"{'species_id': '46e30e7bd0', 'name': 'Orionite', 'planet_id': 'ff9bbf51a6', 'intelligence': 80.07, 'cooperation': 45.79, 'aggression': 40.87, 'adaptability': 55.79, 'lifespan': 28.21, 'population': 6033705649.0}",ff9bbf51a6,94.88,Antimatter,Scientific Council,146842.0
df2f64c1a1,Unified Valari Council,"{'species_id': 'c133d1bebe', 'name': 'Valari', 'planet_id': '42f76e0515', 'intelligence': 100.0, 'cooperation': 41.52, 'aggression': 54.78, 'adaptability': 28.21, 'lifespan': 65.2, 'population': 7839460963.0}",42f76e0515,100.0,Dyson Swarm Prototype,Democracy,321588.0
f27ca4fefa,Scientific Aurelite Union,"{'species_id': '59ba59f0e7', 'name': 'Aurelite', 'planet_id': 'cc752c4cf3', 'intelligence': 85.16, 'cooperation': 36.93, 'aggression': 35.46, 'adaptability': 29.71, 'lifespan': 13.0, 'population': 1135288357.0}",cc752c4cf3,100.0,Dyson Swarm Prototype,Scientific Council,454084.0
a7f6005fd2,Republic of Meroid,"{'species_id': '6b629e6f98', 'name': 'Meroid', 'planet_id': 'd7c4c86158', 'intelligence': 83.34, 'cooperation': 76.47, 'aggression': 29.87, 'adaptability': 33.88, 'lifespan': 53.7, 'population': 13247643749.0}",d7c4c86158,71.42,Fusion,Democracy,4900.0
4164b650a3,Unified Zylarite Council,"{'species_id': '70d2012594', 'name': 'Zylarite', 'planet_id': 'cfbb5bcd03', 'intelligence': 92.41, 'cooperation': 60.01, 'aggression': 27.01, 'adaptability': 31.88, 'lifespan': 46.19, 'population': 15000000000.0}",cfbb5bcd03,100.0,Dyson Swarm Prototype,Democracy,290916.0
340ef3ab81,The Thranari Federation,"{'species_id': '128cd9f4b9', 'name': 'Thranari', 'planet_id': 'e8db41cd87', 'intelligence': 66.79, 'cooperation': 42.23, 'aggression': 29.93, 'adaptability': 36.91, 'lifespan': 42.86, 'population': 6180354613.0}",e8db41cd87,59.36,Nuclear,Democracy,20132.0
7ba9deb67e,Consolidated Xenoid Worlds,"{'species_id': 'eccea5eaf5', 'name': 'Xenoid', 'planet_id': '07f99e8c21', 'intelligence': 73.91, 'cooperation': 39.79, 'aggression': 50.46, 'adaptability': 43.7, 'lifespan': 50.52, 'population': 4941217504.0}",07f99e8c21,100.0,Dyson Swarm Prototype,Collective,147313.0
785ce4730c,Unified Xenan Council,"{'species_id': 'd8b26d1d07', 'name': 'Xenan', 'planet_id': '184f76d742', 'intelligence': 76.93, 'cooperation': 58.02, 'aggression': 30.04, 'adaptability': 52.74, 'lifespan': 28.25, 'population': 124078925.0}",184f76d742,95.64,Dyson Swarm Prototype,Federation,363724.0
7135e43d15,Consolidated Valoid Worlds,"{'species_id': '13c57987ea', 'name': 'Valoid', 'planet_id': '38eb32b13c', 'intelligence': 64.24, 'cooperation': 38.43, 'aggression': 50.94, 'adaptability': 43.41, 'lifespan': 35.46, 'population': 360409223.0}",38eb32b13c,97.82,Dyson Swarm Prototype,Democracy,345374.0
dbf06f7273,Orionite Directorate,"{'species_id': 'cb8e341d91', 'name': 'Orionite', 'planet_id': '3fd5d42f87', 'intelligence': 83.25, 'cooperation': 44.71, 'aggression': 30.72, 'adaptability': 40.12, 'lifespan': 34.89, 'population': 4818774178.0}",3fd5d42f87,89.63,Antimatter,AI Governance,493329.0
8f64eb0a84,Vesperan Commonwealth,"{'species_id': 'bab91ca63f', 'name': 'Vesperan', 'planet_id': 'bcb4932ef1', 'intelligence': 69.78, 'cooperation': 30.57, 'aggression': 51.01, 'adaptability': 21.17, 'lifespan': 58.36, 'population': 15000000000.0}",bcb4932ef1,100.0,Dyson Swarm Prototype,Scientific Council,300286.0
c87f4b2d09,Consolidated Zelite Worlds,"{'species_id': 'a65cc3ce78', 'name': 'Zelite', 'planet_id': '66bbeabb0d', 'intelligence': 60.32, 'cooperation': 46.14, 'aggression': 32.11, 'adaptability': 7.61, 'lifespan': 55.93, 'population': 11991847151.0}",66bbeabb0d,82.02,Antimatter,Collective,280237.0
c59e7444f5,Meran Commonwealth,"{'species_id': 'a8f5d827f9', 'name': 'Meran', 'planet_id': '7ebf8cb2e1', 'intelligence': 73.16, 'cooperation': 56.24, 'aggression': 47.77, 'adaptability': 56.88, 'lifespan': 61.52, 'population': 631615054.0}",7ebf8cb2e1,100.0,Dyson Swarm Prototype,Technocracy,395862.0
111ab1a74e,Unified Meris Council,"{'species_id': 'cfbff2773a', 'name': 'Meris', 'planet_id': '66f2a31e56', 'intelligence': 80.8, 'cooperation': 51.35, 'aggression': 52.12, 'adaptability': 53.11, 'lifespan': 44.28, 'population': 1579762882.0}",66f2a31e56,86.64,Antimatter,Democracy,380368.0
762d1b3438,Unified Merian Council,"{'species_id': '22e8f6c0ee', 'name': 'Merian', 'planet_id': '53689e24fd', 'intelligence': 84.08, 'cooperation': 52.63, 'aggression': 36.31, 'adaptability': 39.77, 'lifespan': 53.8, 'population': 6059301636.0}",53689e24fd,97.01,Dyson Swarm Prototype,Federation,296665.0
41e5776038,Unified Orionan Council,"{'species_id': '87855960d0', 'name': 'Orionan', 'planet_id': 'b794ebca3c', 'intelligence': 88.72, 'cooperation': 52.39, 'aggression': 52.08, 'adaptability': 35.81, 'lifespan': 37.21, 'population': 160143941.0}",b794ebca3c,100.0,Dyson Swarm Prototype,Collective,427919.0
11c4291fc3,Vesperite Commonwealth,"{'species_id': '1f216a9475', 'name': 'Vesperite', 'planet_id': '87f2d7dbcb', 'intelligence': 72.56, 'cooperation': 44.5, 'aggression': 31.12, 'adaptability': 50.37, 'lifespan': 61.1, 'population': 7181026696.0}",87f2d7dbcb,99.22,Dyson Swarm Prototype,AI Governance,355835.0
c8c30fa0a1,Orionan Directorate,"{'species_id': '87c8f4dc5b', 'name': 'Orionan', 'planet_id': '8fd7a62c40', 'intelligence': 95.46, 'cooperation': 39.2, 'aggression': 34.14, 'adaptability': 36.25, 'lifespan': 43.62, 'population': 11107860659.0}",8fd7a62c40,100.0,Dyson Swarm Prototype,Scientific Council,107316.0
41a9345e47,The Aurelian Federation,"{'species_id': 'e31a3b1b2b', 'name': 'Aurelian', 'planet_id': 'db4600f7c5', 'intelligence': 72.31, 'cooperation': 15.41, 'aggression': 53.74, 'adaptability': 36.85, 'lifespan': 23.16, 'population': 1821215471.0}",db4600f7c5,100.0,Dyson Swarm Prototype,Democracy,195227.0
6edc6616b2,Scientific Galacticite Union,"{'species_id': 'ae68945544', 'name': 'Galacticite', 'planet_id': 'c1a367411a', 'intelligence': 100.0, 'cooperation': 50.57, 'aggression': 55.47, 'adaptability': 29.13, 'lifespan': 51.62, 'population': 8060418340.0}",c1a367411a,80.92,Antimatter,Scientific Council,489557.0
82b29167c3,Galactican Directorate,"{'species_id': '92d1055b7b', 'name': 'Galactican', 'planet_id': 'dd11c13d2d', 'intelligence': 76.71, 'cooperation': 58.08, 'aggression': 35.77, 'adaptability': 20.04, 'lifespan': 46.28, 'population': 10717490196.0}",dd11c13d2d,80.0,Antimatter,AI Governance,214102.0
cbdac2fac3,Scientific Zylarex Union,"{'species_id': 'abbddc6c0d', 'name': 'Zylarex', 'planet_id': 'ef8875b8c8', 'intelligence': 90.31, 'cooperation': 63.74, 'aggression': 47.61, 'adaptability': 48.2, 'lifespan': 56.76, 'population': 15000000000.0}",ef8875b8c8,87.93,Antimatter,Technocracy,3543.0
9891e1dd90,Scientific Kaelumari Union,"{'species_id': '89119bc64f', 'name': 'Kaelumari', 'planet_id': 'e582e81b41', 'intelligence': 89.64, 'cooperation': 50.39, 'aggression': 36.96, 'adaptability': 37.6, 'lifespan': 74.75, 'population': 784610152.0}",e582e81b41,95.47,Dyson Swarm Prototype,Scientific Council,488963.0
5087e1422a,Unified Zeloid Council,"{'species_id': '7f1292fecf', 'name': 'Zeloid', 'planet_id': 'd1201e2f13', 'intelligence': 86.77, 'cooperation': 45.25, 'aggression': 41.36, 'adaptability': 47.56, 'lifespan': 45.91, 'population': 12967665968.0}",d1201e2f13,85.78,Antimatter,Technocracy,489664.0
5d94c085f5,Allied Valis Systems,"{'species_id': 'f92d73b2f2', 'name': 'Valis', 'planet_id': 'e6ec1187b7', 'intelligence': 73.42, 'cooperation': 59.16, 'aggression': 32.98, 'adaptability': 61.64, 'lifespan': 43.04, 'population': 2751427123.0}",e6ec1187b7,87.82,Antimatter,Scientific Council,59420.0
cc71651dca,Unified Solex Council,"{'species_id': 'ee3e876c42', 'name': 'Solex', 'planet_id': '3c0ebce135', 'intelligence': 86.69, 'cooperation': 55.95, 'aggression': 51.05, 'adaptability': 28.25, 'lifespan': 55.03, 'population': 4003477847.0}",3c0ebce135,95.22,Dyson Swarm Prototype,Collective,405507.0
b7f420628f,Consolidated Iota-perseis Worlds,"{'species_id': 'd2e4c42d0d', 'name': 'Iota-perseis', 'planet_id': '451ead76b3', 'intelligence': 55.03, 'cooperation': 75.24, 'aggression': 33.54, 'adaptability': 53.4, 'lifespan': 52.55, 'population': 6081185617.0}",451ead76b3,59.29,Nuclear,Scientific Council,87393.0
1a2a63b5eb,Allied Thranian Systems,"{'species_id': '49a929d8a3', 'name': 'Thranian', 'planet_id': 'f5fa53a402', 'intelligence': 63.15, 'cooperation': 36.87, 'aggression': 35.54, 'adaptability': 59.53, 'lifespan': 33.12, 'population': 419942800.0}",f5fa53a402,95.72,Dyson Swarm Prototype,Collective,479555.0
9eeb4737e9,Unified Merite Council,"{'species_id': 'dbeae4fbe8', 'name': 'Merite', 'planet_id': '6d283729de', 'intelligence': 89.5, 'cooperation': 33.33, 'aggression': 34.95, 'adaptability': 34.96, 'lifespan': 42.96, 'population': 7141187093.0}",6d283729de,100.0,Dyson Swarm Prototype,Technocracy,68884.0
8e17c1b492,Solex Commonwealth,"{'species_id': '0a51aad7b1', 'name': 'Solex', 'planet_id': '43ecb4ae25', 'intelligence': 49.04, 'cooperation': 61.08, 'aggression': 39.63, 'adaptability': 53.91, 'lifespan': 48.47, 'population': 1000000000.0}",43ecb4ae25,56.79,Nuclear,Federation,15203.0
35e0e185b7,Scientific Valan Union,"{'species_id': '0dd5bbeb06', 'name': 'Valan', 'planet_id': '0024859c8c', 'intelligence': 94.74, 'cooperation': 36.46, 'aggression': 22.8, 'adaptability': 42.61, 'lifespan': 48.82, 'population': 4338488529.0}",0024859c8c,80.0,Antimatter,Scientific Council,462105.0
15c488fdb9,Unified Vesperite Council,"{'species_id': '4106f36a14', 'name': 'Vesperite', 'planet_id': '4f2e9f514c', 'intelligence': 80.2, 'cooperation': 42.28, 'aggression': 45.9, 'adaptability': 14.68, 'lifespan': 53.67, 'population': 8642770286.0}",4f2e9f514c,100.0,Dyson Swarm Prototype,Scientific Council,477740.0
52be76d999,Zelian Directorate,"{'species_id': '25672a882e', 'name': 'Zelian', 'planet_id': 'f568616148', 'intelligence': 80.75, 'cooperation': 28.54, 'aggression': 56.19, 'adaptability': 24.0, 'lifespan': 45.73, 'population': 7331417432.0}",f568616148,96.58,Dyson Swarm Prototype,Scientific Council,425918.0
2d148d0e47,Allied Cygnian Systems,"{'species_id': 'c78932c3e3', 'name': 'Cygnian', 'planet_id': '8b83439147', 'intelligence': 72.73, 'cooperation': 43.78, 'aggression': 41.5, 'adaptability': 22.65, 'lifespan': 41.9, 'population': 4429748757.0}",8b83439147,100.0,Dyson Swarm Prototype,Technocracy,439832.0
a4eac32597,Scientific Omega-cygnis Union,"{'species_id': 'e8b3477ea6', 'name': 'Omega-cygnis', 'planet_id': 'f039d6bce6', 'intelligence': 76.55, 'cooperation': 46.06, 'aggression': 36.7, 'adaptability': 39.81, 'lifespan': 39.77, 'population': 2551770886.0}",f039d6bce6,100.0,Dyson Swarm Prototype,Technocracy,349935.0
f94aaeed85,Allied Cygnite Systems,"{'species_id': '1fe33bfe0c', 'name': 'Cygnite', 'planet_id': 'c402564e9c', 'intelligence': 64.04, 'cooperation': 44.37, 'aggression': 35.95, 'adaptability': 34.52, 'lifespan': 35.26, 'population': 3666417754.0}",c402564e9c,92.85,Antimatter,Scientific Council,171779.0
a9283be55d,The Epsilon-perseis Federation,"{'species_id': 'd63df9a40d', 'name': 'Epsilon-perseis', 'planet_id': 'a2acc765a5', 'intelligence': 57.96, 'cooperation': 53.25, 'aggression': 39.83, 'adaptability': 35.7, 'lifespan': 40.5, 'population': 144635587.0}",a2acc765a5,67.47,Fusion,Democracy,91837.0
27d9c8dc46,The Perseian Federation,"{'species_id': '5a6eb706aa', 'name': 'Perseian', 'planet_id': 'e01632c1e2', 'intelligence': 53.91, 'cooperation': 66.89, 'aggression': 45.74, 'adaptability': 22.67, 'lifespan': 16.47, 'population': 3970830405.0}",e01632c1e2,80.0,Antimatter,AI Governance,390541.0
2c89a9e0dc,Scientific Persean Union,"{'species_id': '7418cc7782', 'name': 'Persean', 'planet_id': '9af69a7556', 'intelligence': 95.36, 'cooperation': 62.59, 'aggression': 34.86, 'adaptability': 34.99, 'lifespan': 34.54, 'population': 2724672028.0}",9af69a7556,100.0,Dyson Swarm Prototype,Scientific Council,236155.0
c45231c414,Scientific Epsilon-perseis Union,"{'species_id': 'c515e15370', 'name': 'Epsilon-perseis', 'planet_id': '37fac2ce79', 'intelligence': 82.83, 'cooperation': 53.96, 'aggression': 39.73, 'adaptability': 44.91, 'lifespan': 37.86, 'population': 4678210746.0}",37fac2ce79,99.48,Dyson Swarm Prototype,Technocracy,314464.0
7fdb421436,Consolidated Cygnian Worlds,"{'species_id': '43027e38bc', 'name': 'Cygnian', 'planet_id': '30e23f82eb', 'intelligence': 73.41, 'cooperation': 46.89, 'aggression': 60.73, 'adaptability': 30.09, 'lifespan': 49.53, 'population': 2933185882.0}",30e23f82eb,76.27,Fusion,Scientific Council,73294.0
b323933feb,Allied Solian Systems,"{'species_id': '6960e87f3a', 'name': 'Solian', 'planet_id': '3b66bd8cae', 'intelligence': 65.29, 'cooperation': 53.09, 'aggression': 44.38, 'adaptability': 34.66, 'lifespan': 57.07, 'population': 5590350368.0}",3b66bd8cae,60.82,Fusion,Monarchy,7729.0
c5f014b287,Bulgan Directorate,"{'species_id': '05af2bcd07', 'name': 'Bulgan', 'planet_id': '783e646348', 'intelligence': 81.87, 'cooperation': 64.28, 'aggression': 47.51, 'adaptability': 55.35, 'lifespan': 59.81, 'population': 15000000000.0}",783e646348,100.0,Dyson Swarm Prototype,Technocracy,121432.0
