fleet_id,owner_empire_id,fleet_name,fleet_class,fleet_power,mobility,firepower,shield_strength,logistics,current_star_id,status
FLT-00483,dc652af4e1,The Cygnan Technocracy Dreadnought Force 1,Dreadnought Fleet,2738.912156689781,3.0,863.5972438627824,607.3781505551428,50.0,57b3f2a1,Idle
FLT-00484,dc652af4e1,The Cygnan Technocracy Dreadnought Force 2,Dreadnought Fleet,3062.0925999578735,3.0,879.9995493284816,636.5986799616924,50.0,57b3f2a1,Idle
FLT-00485,98e5a44c50,The Cygnan Technocracy Assault Force 1,Assault Fleet,745.5069174252088,7.0,179.93720456148435,137.31174837402995,20.0,57b3f2a1,Idle
FLT-00486,98e5a44c50,The Cygnan Technocracy Defense Force 2,Defense Fleet,338.3966823087243,3.0,84.5583516337835,124.98434243378198,5.0,57b3f2a1,Idle
FLT-00487,e1017ed35e,The Great Cygnan Imperium Titan Force 1,Titan Fleet,6522.449773374093,1.5,1976.0795991821963,1394.235758011885,80.0,57b3f2a1,Idle
FLT-00488,e1017ed35e,The Great Cygnan Imperium Carrier Force 2,Carrier Fleet,1381.525422528685,5.0,321.2020300775732,283.2367171626727,35.0,57b3f2a1,Idle
FLT-00489,ee6f8a466e,The Cygnian Technocracy Dreadnought Force 1,Dreadnought Fleet,3141.3978685435145,3.0,934.7190769368016,651.9735997612269,50.0,57b3f2a1,Idle
FLT-00490,ee6f8a466e,The Cygnian Technocracy Dreadnought Force 2,Dreadnought Fleet,2952.7488319764434,3.0,873.1501520003997,634.2781941696279,50.0,57b3f2a1,Idle
FLT-00491,bc259c8444,The Scientific AI Hegemony Defense Force 1,Defense Fleet,343.6933422787402,3.0,85.43683657016987,117.21199084639306,5.0,a7e76322,Idle
FLT-00492,bc259c8444,The Scientific AI Hegemony Dreadnought Force 2,Dreadnought Fleet,3052.661616517319,3.0,796.3609630327187,583.4682529982746,50.0,a7e76322,Idle
FLT-00493,fc41667c54,The Kaeluman AI Hegemony Carrier Force 1,Carrier Fleet,1267.3350783889782,5.0,316.6934234723949,319.90182262054645,35.0,a7e76322,Idle
FLT-00494,fc41667c54,The Kaeluman AI Hegemony Assault Force 2,Assault Fleet,702.5310272734342,7.0,172.75412064919584,163.2203773534602,20.0,a7e76322,Idle
FLT-00495,b4e38b5ba0,The Consolidated Scientific Systems Assault Force 1,Assault Fleet,690.151953783451,7.0,193.41828901744566,160.25800700375427,20.0,e7cf4d3c,Idle
FLT-00496,b4e38b5ba0,The Consolidated Scientific Systems Assault Force 2,Assault Fleet,742.3700633713995,7.0,178.49472792256415,149.48906616256068,20.0,e7cf4d3c,Idle
FLT-00497,ed8eb43829,The Omega-bulgis AI Hegemony Assault Force 1,Assault Fleet,641.2842119259975,7.0,188.20581505105557,149.893834570659,20.0,dbb1c841,Idle
FLT-00498,ed8eb43829,The Omega-bulgis AI Hegemony Carrier Force 2,Carrier Fleet,1464.2623040226713,5.0,368.5859029293777,279.53449006016126,35.0,dbb1c841,Idle
FLT-00499,2d7a6c7193,The Unified AI Hegemony Dreadnought Force 1,Dreadnought Fleet,2781.2124493666115,3.0,892.7337646249379,618.8346187520568,50.0,dbb1c841,Idle
FLT-00500,2d7a6c7193,The Unified AI Hegemony Titan Force 2,Titan Fleet,5939.645421263348,1.5,1822.821888460502,1434.65612240796,80.0,dbb1c841,Idle
FLT-00501,c4d87c45ee,The Great Unified Imperium Assault Force 1,Assault Fleet,664.5770318700801,7.0,194.62516489875733,142.4863859954852,20.0,dbb1c841,Idle
FLT-00502,c4d87c45ee,The Great Unified Imperium Assault Force 2,Assault Fleet,736.3157567385149,7.0,178.19063432821943,158.30131670865546,20.0,dbb1c841,Idle
FLT-00503,62a7129a59,The Unified AI Hegemony Defense Force 1,Defense Fleet,349.12998355713694,3.0,72.53781760293252,109.50367688292852,5.0,dbb1c841,Idle
FLT-00504,62a7129a59,The Unified AI Hegemony Titan Force 2,Titan Fleet,6031.018982452873,1.5,2012.9682729100869,1473.3286807802122,80.0,dbb1c841,Idle
FLT-00505,1e3994853e,The Consolidated Star Empire Carrier Force 1,Carrier Fleet,1511.9533367924364,5.0,316.52763777428424,309.8273811705354,35.0,32aff2a0,Idle
FLT-00506,1e3994853e,The Consolidated Star Empire Titan Force 2,Titan Fleet,6578.218638500394,1.5,2174.728984813237,1365.6773637858073,80.0,32aff2a0,Idle
FLT-00507,b28f9ec7d4,The Scientific Technocracy Carrier Force 1,Carrier Fleet,1332.8441814693745,5.0,366.15746754865114,328.8778254298348,35.0,32aff2a0,Idle
FLT-00508,b28f9ec7d4,The Scientific Technocracy Assault Force 2,Assault Fleet,721.5844442063706,7.0,169.13151477935065,151.95990763714832,20.0,32aff2a0,Idle
FLT-00509,634ad45f7e,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1532.1614922968304,5.0,357.5969090887527,290.97038232520913,35.0,32aff2a0,Idle
FLT-00510,634ad45f7e,The Great Scientific Imperium Defense Force 2,Defense Fleet,325.5872780114454,3.0,75.60507087921977,114.02319987216717,5.0,32aff2a0,Idle
FLT-00511,75912c8e4c,The Great Kaelumari Imperium Titan Force 1,Titan Fleet,6579.589624767284,1.5,2009.3563645497468,1384.4306615607652,80.0,32aff2a0,Idle
FLT-00512,75912c8e4c,The Great Kaelumari Imperium Titan Force 2,Titan Fleet,6789.658594171029,1.5,1827.0673447600009,1562.3505291689307,80.0,32aff2a0,Idle
FLT-00513,d07bc4ae63,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1282.8830968090979,5.0,347.081044907006,299.08177722780283,35.0,7ce49ce6,Idle
FLT-00514,d07bc4ae63,The Great Scientific Imperium Defense Force 2,Defense Fleet,381.1988702900198,3.0,85.59960594369059,124.05653609589861,5.0,7ce49ce6,Idle
FLT-00515,9696ce2491,The Scientific Technocracy Carrier Force 1,Carrier Fleet,1375.2943516436624,5.0,360.5681427005668,302.72591216441435,35.0,b8cb383f,Idle
FLT-00516,9696ce2491,The Scientific Technocracy Defense Force 2,Defense Fleet,350.8751854139232,3.0,84.90245787572545,119.021757062327,5.0,b8cb383f,Idle
FLT-00517,7036dbff3e,The Great Scientific Imperium Scout Force 1,Scout Fleet,84.58045119014454,10.0,14.104091346407923,19.034483339552153,10.0,ee503b26,Idle
FLT-00518,7036dbff3e,The Great Scientific Imperium Defense Force 2,Defense Fleet,338.11505454100484,3.0,84.10802409101817,120.4652606280945,5.0,ee503b26,Idle
FLT-00519,c98968025a,The Consolidated Orionan Systems Assault Force 1,Assault Fleet,752.8962109412859,7.0,193.66494677825506,161.11735275138022,20.0,ee503b26,Idle
FLT-00520,c98968025a,The Consolidated Orionan Systems Assault Force 2,Assault Fleet,693.1735081853384,7.0,197.4596276210715,158.1603742892997,20.0,ee503b26,Idle
FLT-00521,9d449a31b9,The Great Consolidated Imperium Scout Force 1,Scout Fleet,73.04327346016788,10.0,14.891794130436999,21.63688082344624,10.0,83611aa7,Idle
FLT-00522,9d449a31b9,The Great Consolidated Imperium Assault Force 2,Assault Fleet,699.6937511248007,7.0,165.7970531984387,154.70340314172884,20.0,83611aa7,Idle
FLT-00523,12f8de3472,The Thranari Technocracy Carrier Force 1,Carrier Fleet,1366.5176021021175,5.0,369.29282956477294,327.8685992340487,35.0,03d2cd68,Idle
FLT-00524,12f8de3472,The Thranari Technocracy Defense Force 2,Defense Fleet,351.63307418363195,3.0,76.59420732935321,127.02850605681216,5.0,03d2cd68,Idle
FLT-00525,afc6771a1e,The Great Unified Imperium Carrier Force 1,Carrier Fleet,1437.6830769140852,5.0,370.8539911731126,293.7582283597473,35.0,5214fee4,Idle
FLT-00526,afc6771a1e,The Great Unified Imperium Dreadnought Force 2,Dreadnought Fleet,3019.817320347684,3.0,791.8523198820093,623.5078941802564,50.0,5214fee4,Idle
FLT-00527,55c2a4dc5e,The Thranari Technocracy Titan Force 1,Titan Fleet,6261.790180187785,1.5,2142.8717027995012,1621.8429764297302,80.0,5214fee4,Idle
FLT-00528,55c2a4dc5e,The Thranari Technocracy Carrier Force 2,Carrier Fleet,1535.3860123602624,5.0,324.84980696341313,282.1209401041494,35.0,5214fee4,Idle
FLT-00529,3779c3fe76,The Unified AI Hegemony Assault Force 1,Assault Fleet,755.1585594011019,7.0,185.55453188369862,139.56312849666818,20.0,5214fee4,Idle
FLT-00530,3779c3fe76,The Unified AI Hegemony Carrier Force 2,Carrier Fleet,1432.2834470195446,5.0,320.8424859492568,322.9449821044403,35.0,5214fee4,Idle
FLT-00531,cd01ef6fd0,The Scientific Technocracy Titan Force 1,Titan Fleet,6506.76880564963,1.5,2186.8506461036686,1475.32829378253,80.0,5214fee4,Idle
FLT-00532,cd01ef6fd0,The Scientific Technocracy Titan Force 2,Titan Fleet,6718.295998444715,1.5,2053.8685093015765,1399.7864685887355,80.0,5214fee4,Idle
FLT-00533,63803c4eb1,The Unified Technocracy Dreadnought Force 1,Dreadnought Fleet,2956.493812752369,3.0,792.5796789830215,541.5129023970911,50.0,f2adc5f9,Idle
FLT-00534,63803c4eb1,The Unified Technocracy Carrier Force 2,Carrier Fleet,1407.6718941943495,5.0,365.35475356584107,323.41548318106817,35.0,f2adc5f9,Idle
FLT-00535,20dcee6871,The Unified Technocracy Defense Force 1,Defense Fleet,366.2047543238254,3.0,74.99859110556132,128.59624927577195,5.0,f2adc5f9,Idle
FLT-00536,20dcee6871,The Unified Technocracy Titan Force 2,Titan Fleet,6553.031881481207,1.5,2084.097119449325,1444.3050339551246,80.0,f2adc5f9,Idle
FLT-00537,53856bd8ca,The Allied Technocracy Assault Force 1,Assault Fleet,745.0291656794661,7.0,178.53354709823572,145.73394795976327,20.0,3c4f9e5b,Idle
FLT-00538,53856bd8ca,The Allied Technocracy Assault Force 2,Assault Fleet,745.9548953412105,7.0,174.06748970535142,140.21284779407233,20.0,3c4f9e5b,Idle
FLT-00539,da38a63176,The Great Unified Imperium Titan Force 1,Titan Fleet,6923.771676520507,1.5,1840.2549914094134,1421.9622338267836,80.0,bf8912d1,Idle
FLT-00540,da38a63176,The Great Unified Imperium Assault Force 2,Assault Fleet,678.7117976215034,7.0,178.21263524059486,157.46479010889922,20.0,bf8912d1,Idle
FLT-00541,8196db66b3,The Scientific AI Hegemony Dreadnought Force 1,Dreadnought Fleet,3072.557140487059,3.0,824.9037409236413,640.9737063701713,50.0,bf8912d1,Idle
FLT-00542,8196db66b3,The Scientific AI Hegemony Dreadnought Force 2,Dreadnought Fleet,3287.462962809093,3.0,872.8041635102754,555.1517689877404,50.0,bf8912d1,Idle
FLT-00543,f004cb791e,The Scientific Technocracy Dreadnought Force 1,Dreadnought Fleet,2895.0624092590197,3.0,881.6756234366367,548.3569377794887,50.0,714fa661,Idle
FLT-00544,f004cb791e,The Scientific Technocracy Assault Force 2,Assault Fleet,749.80321624681,7.0,170.17846405284655,160.11123375728823,20.0,714fa661,Idle
FLT-00545,15955262e1,The Aurelian AI Hegemony Assault Force 1,Assault Fleet,720.0034674082191,7.0,186.98942064635392,150.3796425943516,20.0,fc6e3f38,Idle
FLT-00546,15955262e1,The Aurelian AI Hegemony Assault Force 2,Assault Fleet,659.7702126919535,7.0,163.19481676424735,144.11839203722172,20.0,fc6e3f38,Idle
FLT-00547,c3662e3808,The Unified Technocracy Carrier Force 1,Carrier Fleet,1522.7253491655752,5.0,375.98431375841363,315.9638865921182,35.0,cb77346d,Idle
FLT-00548,c3662e3808,The Unified Technocracy Dreadnought Force 2,Dreadnought Fleet,3098.990942085597,3.0,809.2487657862206,648.8634036846996,50.0,cb77346d,Idle
FLT-00549,7dc225fd37,The Consolidated Technocracy Dreadnought Force 1,Dreadnought Fleet,3036.264378588264,3.0,783.8682097662918,593.646665256771,50.0,897d9f17,Idle
FLT-00550,7dc225fd37,The Consolidated Technocracy Carrier Force 2,Carrier Fleet,1502.0778106663477,5.0,353.2653754131452,292.8240329382246,35.0,897d9f17,Idle
FLT-00551,373ea01e5c,The Consolidated Technocracy Carrier Force 1,Carrier Fleet,1291.0017661313684,5.0,344.57838998183615,272.52148051028433,35.0,c37cbca3,Idle
FLT-00552,373ea01e5c,The Consolidated Technocracy Carrier Force 2,Carrier Fleet,1517.0614346157624,5.0,334.60261306853425,321.5005006079473,35.0,c37cbca3,Idle
FLT-00553,17fee1a6ac,The Thranite Star Empire Assault Force 1,Assault Fleet,757.5078226301481,7.0,189.14262852948423,159.14720330524318,20.0,9081a1f7,Idle
FLT-00554,17fee1a6ac,The Thranite Star Empire Scout Force 2,Scout Fleet,87.40496571318442,10.0,15.680012976210971,19.219004381544533,10.0,9081a1f7,Idle
FLT-00555,66d46fcd47,The Consolidated Consolidated Systems Carrier Force 1,Carrier Fleet,1338.8259355561804,5.0,376.092768769629,276.7548234247162,35.0,a5aa5b1a,Idle
FLT-00556,66d46fcd47,The Consolidated Consolidated Systems Carrier Force 2,Carrier Fleet,1411.395573460575,5.0,321.75741291368087,284.51362969553037,35.0,a5aa5b1a,Idle
FLT-00557,dffeed89fb,The Consolidated Chi-bulgis Systems Scout Force 1,Scout Fleet,79.5002874474321,10.0,14.403795782280001,20.393429937191037,10.0,56170639,Idle
FLT-00558,dffeed89fb,The Consolidated Chi-bulgis Systems Assault Force 2,Assault Fleet,671.9886756109779,7.0,188.75495515433775,136.4442850793506,20.0,56170639,Idle
FLT-00559,cd3cb2af45,The Consolidated Chi-bulgis Systems Titan Force 1,Titan Fleet,6957.943036708537,1.5,2067.1218732905627,1527.9664710322154,80.0,56170639,Idle
FLT-00560,cd3cb2af45,The Consolidated Chi-bulgis Systems Titan Force 2,Titan Fleet,6090.929233387329,1.5,1831.5876648763315,1421.8530509728614,80.0,56170639,Idle
FLT-00561,5d262aaec3,The Consolidated AI Hegemony Titan Force 1,Titan Fleet,5895.071346744428,1.5,2033.122734033396,1648.631254857393,80.0,82d87ebd,Idle
FLT-00562,5d262aaec3,The Consolidated AI Hegemony Titan Force 2,Titan Fleet,6527.879395756667,1.5,1825.456363714657,1599.412054315713,80.0,82d87ebd,Idle
FLT-00563,db6da7e17a,The Great Orionis Imperium Dreadnought Force 1,Dreadnought Fleet,2768.9597982357404,3.0,780.9557384199705,649.1552183323911,50.0,82d87ebd,Idle
FLT-00564,db6da7e17a,The Great Orionis Imperium Dreadnought Force 2,Dreadnought Fleet,3197.5720795900534,3.0,914.4264130479854,608.6126822457987,50.0,82d87ebd,Idle
FLT-00565,73573955bb,The Orionite Technocracy Dreadnought Force 1,Dreadnought Fleet,2958.2564461925945,3.0,818.8809199244903,592.1515153030455,50.0,82d87ebd,Idle
FLT-00566,73573955bb,The Orionite Technocracy Titan Force 2,Titan Fleet,6632.500460319671,1.5,2157.009315981939,1483.0140043137565,80.0,82d87ebd,Idle
FLT-00567,f2bbbfc167,The Great Bulgan Imperium Carrier Force 1,Carrier Fleet,1436.7661148657571,5.0,356.4188013614428,312.158026385131,35.0,1bb2c06e,Idle
FLT-00568,f2bbbfc167,The Great Bulgan Imperium Assault Force 2,Assault Fleet,701.7309288564107,7.0,165.75209290110053,146.53533982934437,20.0,1bb2c06e,Idle
FLT-00569,f929aa33ac,The Bulgian Star Empire Assault Force 1,Assault Fleet,721.3113963363662,7.0,196.21911789310334,153.0195319964507,20.0,1bb2c06e,Idle
FLT-00570,f929aa33ac,The Bulgian Star Empire Carrier Force 2,Carrier Fleet,1401.754496658657,5.0,359.3872821963432,274.2559329680264,35.0,1bb2c06e,Idle
FLT-00571,28d83c4b42,The Consolidated Scientific Systems Assault Force 1,Assault Fleet,680.6594330487195,7.0,179.0097607802345,136.3694623650715,20.0,1bb2c06e,Idle
FLT-00572,28d83c4b42,The Consolidated Scientific Systems Assault Force 2,Assault Fleet,668.7540030907828,7.0,196.97517687243783,144.94041021309152,20.0,1bb2c06e,Idle
FLT-00573,0ddd78edbb,The Consolidated Delta-bulgis Systems Carrier Force 1,Carrier Fleet,1314.90735956675,5.0,357.75460497530383,286.84099293095846,35.0,1bb2c06e,Idle
FLT-00574,0ddd78edbb,The Consolidated Delta-bulgis Systems Assault Force 2,Assault Fleet,702.320167982437,7.0,162.19820876977514,135.22992097947676,20.0,1bb2c06e,Idle
FLT-00575,d7ec4d3018,The Thranan Technocracy Assault Force 1,Assault Fleet,635.140990750115,7.0,165.88892714870488,145.16581948016255,20.0,6d95ee33,Idle
FLT-00576,d7ec4d3018,The Thranan Technocracy Titan Force 2,Titan Fleet,6593.663236380092,1.5,2005.0670903825667,1438.0466469624366,80.0,6d95ee33,Idle
FLT-00577,adc1c77061,The Great Unified Imperium Titan Force 1,Titan Fleet,6366.11955360835,1.5,1834.8371067183086,1535.1199548353406,80.0,6d95ee33,Idle
FLT-00578,adc1c77061,The Great Unified Imperium Defense Force 2,Defense Fleet,339.16561999611844,3.0,80.11859101948495,128.9813405924442,5.0,6d95ee33,Idle
FLT-00579,931aa9655e,The Orionite Technocracy Dreadnought Force 1,Dreadnought Fleet,3121.355259618999,3.0,933.778862629842,555.7786943877578,50.0,0ba83e15,Idle
FLT-00580,931aa9655e,The Orionite Technocracy Carrier Force 2,Carrier Fleet,1370.481301167341,5.0,344.5279724977182,294.66126451593277,35.0,0ba83e15,Idle
FLT-00581,df2f64c1a1,The Consolidated Unified Systems Titan Force 1,Titan Fleet,6778.2424378069145,1.5,2043.1620856362817,1442.8118153588346,80.0,0ba83e15,Idle
FLT-00582,df2f64c1a1,The Consolidated Unified Systems Titan Force 2,Titan Fleet,7091.578664930486,1.5,2128.4793130200906,1350.4695315574418,80.0,0ba83e15,Idle
FLT-00583,f27ca4fefa,The Great Scientific Imperium Dreadnought Force 1,Dreadnought Fleet,2730.6812288652604,3.0,808.7932274567328,547.1429640417326,50.0,0ba83e15,Idle
FLT-00584,f27ca4fefa,The Great Scientific Imperium Dreadnought Force 2,Dreadnought Fleet,3111.9539480955646,3.0,784.4628984712039,586.0606659653976,50.0,0ba83e15,Idle
FLT-00585,a7f6005fd2,The Consolidated Meroid Systems Assault Force 1,Assault Fleet,681.6674230465284,7.0,166.35690001746696,147.56843370562427,20.0,013e2852,Idle
FLT-00586,a7f6005fd2,The Consolidated Meroid Systems Carrier Force 2,Carrier Fleet,1279.8821460693116,5.0,320.61260098573325,291.28627751015904,35.0,013e2852,Idle
FLT-00587,4164b650a3,The Consolidated Unified Systems Titan Force 1,Titan Fleet,6719.1444407397885,1.5,2071.467982669026,1458.5759972513595,80.0,4d9a3ec0,Idle
FLT-00588,4164b650a3,The Consolidated Unified Systems Dreadnought Force 2,Dreadnought Fleet,2706.078710416646,3.0,873.1363278896223,649.5944337091485,50.0,4d9a3ec0,Idle
FLT-00589,340ef3ab81,The Consolidated Thranari Systems Carrier Force 1,Carrier Fleet,1504.6356061705767,5.0,365.67811388262663,277.23350498422144,35.0,4d9a3ec0,Idle
FLT-00590,340ef3ab81,The Consolidated Thranari Systems Carrier Force 2,Carrier Fleet,1278.604276419617,5.0,352.37772307834354,278.5282274276075,35.0,4d9a3ec0,Idle
FLT-00591,7ba9deb67e,The Great Consolidated Imperium Scout Force 1,Scout Fleet,78.75254816204222,10.0,14.38512212296247,19.944001975190414,10.0,807c7f9a,Idle
FLT-00592,7ba9deb67e,The Great Consolidated Imperium Dreadnought Force 2,Dreadnought Fleet,2726.2434433853687,3.0,785.9105601710368,607.037087574051,50.0,807c7f9a,Idle
FLT-00593,785ce4730c,The Consolidated Unified Systems Carrier Force 1,Carrier Fleet,1464.1685765138454,5.0,360.6604154014358,320.73626177939445,35.0,a2c1a02e,Idle
FLT-00594,785ce4730c,The Consolidated Unified Systems Dreadnought Force 2,Dreadnought Fleet,2957.958646434089,3.0,879.4043258070535,573.0457409106502,50.0,a2c1a02e,Idle
FLT-00595,7135e43d15,The Consolidated Consolidated Systems Carrier Force 1,Carrier Fleet,1480.9158447778223,5.0,346.24936614811077,317.9028204311012,35.0,a2c1a02e,Idle
FLT-00596,7135e43d15,The Consolidated Consolidated Systems Titan Force 2,Titan Fleet,6964.831038959668,1.5,2166.654094336483,1479.2955661539888,80.0,a2c1a02e,Idle
FLT-00597,dbf06f7273,The Orionite AI Hegemony Assault Force 1,Assault Fleet,711.507824523176,7.0,175.3622072437546,153.03222500400702,20.0,a2c1a02e,Idle
FLT-00598,dbf06f7273,The Orionite AI Hegemony Dreadnought Force 2,Dreadnought Fleet,3113.043011095282,3.0,828.6739907934207,560.0232242038504,50.0,a2c1a02e,Idle
FLT-00599,8f64eb0a84,The Great Vesperan Imperium Carrier Force 1,Carrier Fleet,1299.9263603429345,5.0,377.3067924628666,290.75264764427146,35.0,a2c1a02e,Idle
FLT-00600,8f64eb0a84,The Great Vesperan Imperium Assault Force 2,Assault Fleet,633.5626863868051,7.0,185.24960590631346,154.1070695236423,20.0,a2c1a02e,Idle
FLT-00601,c87f4b2d09,The Great Consolidated Imperium Assault Force 1,Assault Fleet,640.0396644386711,7.0,176.74664021622834,144.33652485190183,20.0,ba32b3bf,Idle
FLT-00602,c87f4b2d09,The Great Consolidated Imperium Dreadnought Force 2,Dreadnought Fleet,3063.4675496716145,3.0,826.9809337935819,566.1471065105989,50.0,ba32b3bf,Idle
FLT-00603,c59e7444f5,The Meran Technocracy Titan Force 1,Titan Fleet,6440.20210755495,1.5,2075.309694312095,1392.1658902735082,80.0,85d91d79,Idle
FLT-00604,c59e7444f5,The Meran Technocracy Dreadnought Force 2,Dreadnought Fleet,2716.522031921679,3.0,850.9273700447765,655.6820888541243,50.0,85d91d79,Idle
FLT-00605,111ab1a74e,The Consolidated Unified Systems Assault Force 1,Assault Fleet,635.4594417604876,7.0,163.11440847309638,146.6396027984061,20.0,85d91d79,Idle
FLT-00606,111ab1a74e,The Consolidated Unified Systems Defense Force 2,Defense Fleet,316.634646742973,3.0,84.09941782320283,119.00455221316538,5.0,85d91d79,Idle
FLT-00607,762d1b3438,The Consolidated Unified Systems Carrier Force 1,Carrier Fleet,1512.0232912446147,5.0,323.1297272140368,327.35512973731915,35.0,85d91d79,Idle
FLT-00608,762d1b3438,The Consolidated Unified Systems Carrier Force 2,Carrier Fleet,1508.7530282464309,5.0,357.2060013535623,319.60244158448927,35.0,85d91d79,Idle
FLT-00609,41e5776038,The Great Unified Imperium Titan Force 1,Titan Fleet,6224.92706916437,1.5,2184.4541941630373,1466.8445684707262,80.0,be9a64f4,Idle
FLT-00610,41e5776038,The Great Unified Imperium Carrier Force 2,Carrier Fleet,1355.3083891912618,5.0,352.898532514331,279.24870259070923,35.0,be9a64f4,Idle
FLT-00611,11c4291fc3,The Vesperite AI Hegemony Dreadnought Force 1,Dreadnought Fleet,3025.022887446002,3.0,894.5233081428279,640.0379954325102,50.0,be9a64f4,Idle
FLT-00612,11c4291fc3,The Vesperite AI Hegemony Carrier Force 2,Carrier Fleet,1344.6533098184184,5.0,333.1534428121966,281.6774302022923,35.0,be9a64f4,Idle
FLT-00613,c8c30fa0a1,The Great Orionan Imperium Defense Force 1,Defense Fleet,338.97135851842995,3.0,76.32396307409253,131.1940172607938,5.0,be9a64f4,Idle
FLT-00614,c8c30fa0a1,The Great Orionan Imperium Dreadnought Force 2,Dreadnought Fleet,2908.3662234183043,3.0,863.6794921689284,556.7036041614836,50.0,be9a64f4,Idle
FLT-00615,41a9345e47,The Aurelian Star Empire Carrier Force 1,Carrier Fleet,1435.3456099978978,5.0,349.2228482254716,294.10672803925945,35.0,be9a64f4,Idle
FLT-00616,41a9345e47,The Aurelian Star Empire Titan Force 2,Titan Fleet,6994.409190793606,1.5,2049.3623832637763,1520.813208354685,80.0,be9a64f4,Idle
FLT-00617,6edc6616b2,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1316.3673901902814,5.0,342.65964202850233,272.36757197345395,35.0,c8ddee9a,Idle
FLT-00618,6edc6616b2,The Great Scientific Imperium Carrier Force 2,Carrier Fleet,1412.0468835081458,5.0,330.9424815272247,327.84173082993084,35.0,c8ddee9a,Idle
FLT-00619,82b29167c3,The Great Galactican Imperium Dreadnought Force 1,Dreadnought Fleet,3133.285941273544,3.0,855.6757268901117,644.3962991577222,50.0,c8ddee9a,Idle
FLT-00620,82b29167c3,The Great Galactican Imperium Defense Force 2,Defense Fleet,370.335685599242,3.0,73.99713302346957,127.06105590118574,5.0,c8ddee9a,Idle
FLT-00621,cbdac2fac3,The Scientific Technocracy Assault Force 1,Assault Fleet,752.7926813425464,7.0,195.98551537771436,139.46387908215348,20.0,a36c0a0c,Idle
FLT-00622,cbdac2fac3,The Scientific Technocracy Carrier Force 2,Carrier Fleet,1534.6764658855518,5.0,348.8385205181203,321.81285135087273,35.0,a36c0a0c,Idle
FLT-00623,9891e1dd90,The Great Scientific Imperium Dreadnought Force 1,Dreadnought Fleet,2925.1979447517615,3.0,813.583204439398,564.3867709303305,50.0,d626bdf3,Idle
FLT-00624,9891e1dd90,The Great Scientific Imperium Titan Force 2,Titan Fleet,6352.502658869937,1.5,2004.5101848803006,1497.6976440003548,80.0,d626bdf3,Idle
FLT-00625,5087e1422a,The Unified Technocracy Carrier Force 1,Carrier Fleet,1502.3616007748747,5.0,383.65175405084005,294.45505251442904,35.0,d626bdf3,Idle
FLT-00626,5087e1422a,The Unified Technocracy Dreadnought Force 2,Dreadnought Fleet,3158.7166767928306,3.0,862.4999217474475,654.7256572334321,50.0,d626bdf3,Idle
FLT-00627,5d94c085f5,The Allied Technocracy Assault Force 1,Assault Fleet,645.296989443347,7.0,192.7426308103952,148.17449449901247,20.0,a1da22ce,Idle
FLT-00628,5d94c085f5,The Allied Technocracy Dreadnought Force 2,Dreadnought Fleet,3235.8541231172494,3.0,775.6177909152422,646.0157715583273,50.0,a1da22ce,Idle
FLT-00629,cc71651dca,The Great Unified Imperium Carrier Force 1,Carrier Fleet,1402.9210969211852,5.0,358.86147577652474,325.5829564038052,35.0,435d0b34,Idle
FLT-00630,cc71651dca,The Great Unified Imperium Scout Force 2,Scout Fleet,79.62949549308507,10.0,15.563166127291684,20.890827830792915,10.0,435d0b34,Idle
FLT-00631,b7f420628f,The Great Consolidated Imperium Carrier Force 1,Carrier Fleet,1297.6418362342743,5.0,335.9576911860177,291.52293152502085,35.0,07115d02,Idle
FLT-00632,b7f420628f,The Great Consolidated Imperium Carrier Force 2,Carrier Fleet,1338.0527642760749,5.0,329.7493474707042,327.4468811422858,35.0,07115d02,Idle
FLT-00633,1a2a63b5eb,The Great Allied Imperium Scout Force 1,Scout Fleet,87.96513369091166,10.0,15.530463896572188,21.313877197796472,10.0,507fe63e,Idle
FLT-00634,1a2a63b5eb,The Great Allied Imperium Carrier Force 2,Carrier Fleet,1264.008277746777,5.0,366.65086629930715,320.04867582004056,35.0,507fe63e,Idle
FLT-00635,9eeb4737e9,The Unified Technocracy Titan Force 1,Titan Fleet,6035.7053734910905,1.5,2101.3711689027878,1580.6768346322924,80.0,507fe63e,Idle
FLT-00636,9eeb4737e9,The Unified Technocracy Dreadnought Force 2,Dreadnought Fleet,3159.669559677352,3.0,908.8066447452145,613.6324937084951,50.0,507fe63e,Idle
FLT-00637,8e17c1b492,The Solex Star Empire Defense Force 1,Defense Fleet,349.1339466767048,3.0,73.24238935474568,117.78103274477834,5.0,12935a73,Idle
FLT-00638,8e17c1b492,The Solex Star Empire Assault Force 2,Assault Fleet,639.2413781796339,7.0,174.55753922290126,138.32994296373946,20.0,12935a73,Idle
FLT-00639,35e0e185b7,The Great Scientific Imperium Dreadnought Force 1,Dreadnought Fleet,3268.612815578683,3.0,777.2938007938495,654.6138248750042,50.0,12935a73,Idle
FLT-00640,35e0e185b7,The Great Scientific Imperium Carrier Force 2,Carrier Fleet,1343.8783898270847,5.0,320.38034526933143,300.0374560842251,35.0,12935a73,Idle
FLT-00641,15c488fdb9,The Great Unified Imperium Titan Force 1,Titan Fleet,6769.212420446707,1.5,1820.0904045855896,1371.870550610371,80.0,18228d8b,Idle
