lane_id,lane_type,source_star_id,target_star_id,route_length_ly,traffic_index,economic_value,security_level
LAN-00922,Hyperlane Route,c10fd0b3,7c776761,1202.29,275.76,330.91,0.715
LAN-00923,Military Corridor,c10fd0b3,bfb6257c,1230.42,771.54,771.54,0.884
LAN-00924,Hyperlane Route,c10fd0b3,fafdffc3,1470.88,148.6,178.32,0.569
LAN-00925,Hyperlane Route,57c88089,807c7f9a,928.11,454.77,545.72,0.726
LAN-00926,Hyperlane Route,93fea8a9,a76c941f,759.47,214.36,257.24,0.786
LAN-00927,Hyperlane Route,93fea8a9,15ebd3b7,1159.99,444.55,533.46,0.796
LAN-00928,Hyperlane Route,2d7e6af6,ec97555c,787.22,467.57,561.08,0.588
LAN-00929,Military Corridor,2d7e6af6,32aff2a0,1068.34,677.52,677.52,0.914
LAN-00930,Hyperlane Route,2d7e6af6,bc8c7e21,1313.91,436.8,524.16,0.755
LAN-00931,Hyperlane Route,e2b444b8,2fb112b0,239.36,410.58,492.69,0.73
LAN-00932,Hyperlane Route,e2b444b8,02143620,960.94,170.97,205.17,0.691
LAN-00933,Hyperlane Route,c7017b6e,cd4e2500,1045.31,493.87,592.64,0.828
LAN-00934,Hyperlane Route,8058461a,f2341c1a,1557.73,117.27,140.72,0.558
LAN-00935,Hyperlane Route,8058461a,0095d960,1574.89,152.69,183.23,0.754
LAN-00936,Hyperlane Route,f2597e5a,f37c4c87,1172.14,427.11,512.54,0.575
LAN-00937,Hyperlane Route,f2597e5a,5e6d8a25,1202.97,302.34,362.81,0.794
LAN-00938,Military Corridor,f2597e5a,93dff340,1231.5,666.4,666.4,0.926
LAN-00939,Hyperlane Route,ce33537e,c17b99d3,303.71,336.14,403.37,0.678
LAN-00940,Hyperlane Route,ce33537e,af72cbde,757.32,219.02,262.82,0.698
LAN-00941,Hyperlane Route,a3ac89d4,16375843,808.79,375.55,450.66,0.806
LAN-00942,Hyperlane Route,a3ac89d4,55523ac6,1215.6,354.52,425.42,0.766
LAN-00943,Hyperlane Route,2f093a98,17f2ba68,361.93,164.03,196.83,0.662
LAN-00944,Hyperlane Route,2f093a98,0fadbf92,1359.02,103.73,124.48,0.586
LAN-00945,Hyperlane Route,2f093a98,a578783b,1409.17,390.58,468.7,0.847
LAN-00946,Hyperlane Route,92bef70f,013e2852,834.3,139.67,167.61,0.641
LAN-00947,Hyperlane Route,92bef70f,7200a3bc,1638.89,420.03,504.03,0.571
LAN-00948,Military Corridor,8c1efd11,991dd9ee,1050.97,577.54,577.54,0.953
LAN-00949,Hyperlane Route,8c1efd11,06f2c559,1493.12,346.39,415.67,0.566
LAN-00950,Military Corridor,8c1efd11,a2c1a02e,1826.94,477.69,477.69,0.96
LAN-00951,Military Corridor,06f2c559,a2c1a02e,835.98,577.11,577.11,0.851
LAN-00952,Hyperlane Route,5266e924,caab8c4c,1548.1,404.4,485.28,0.512
LAN-00953,Hyperlane Route,52cfb55b,549a4949,1284.06,398.29,477.95,0.571
LAN-00954,Hyperlane Route,52cfb55b,a0dfcd1d,1796.64,483.23,579.88,0.629
LAN-00955,Hyperlane Route,52cfb55b,5efb46bf,1852.25,230.77,276.93,0.552
LAN-00956,Hyperlane Route,4b184660,9afa0793,1937.57,222.24,266.69,0.807
LAN-00957,Hyperlane Route,ce745aad,e2190799,1642.57,498.53,598.24,0.629
LAN-00958,Hyperlane Route,ce745aad,af72cbde,1748.11,279.44,335.33,0.753
LAN-00959,Hyperlane Route,5c3e99c3,f07e5907,1933.74,454.48,545.37,0.708
LAN-00960,Hyperlane Route,6a955b65,b633c223,1161.12,256.61,307.93,0.644
LAN-00961,Military Corridor,32aff2a0,ec97555c,808.07,647.81,647.81,0.85
LAN-00962,Military Corridor,32aff2a0,b0c841e9,1337.28,609.79,609.79,0.9
LAN-00963,Hyperlane Route,2fb112b0,6b4a448c,812.29,417.68,501.21,0.533
LAN-00964,Hyperlane Route,abf1d9c6,a313cafe,1128.63,335.28,402.34,0.668
LAN-00965,Trade Artery,7ce49ce6,446ad83e,1710.02,1142.33,2855.81,0.812
LAN-00966,Hyperlane Route,676f5054,52fb528a,1727.44,331.99,398.39,0.697
LAN-00967,Hyperlane Route,5e6d8a25,f37c4c87,1326.78,324.26,389.12,0.711
LAN-00968,Hyperlane Route,e8aa4c5b,3e9b6cc7,1137.29,370.59,444.7,0.782
LAN-00969,Hyperlane Route,e8aa4c5b,ab40c2be,1207.11,207.93,249.51,0.789
LAN-00970,Hyperlane Route,1bf4f727,cb10b9d5,1711.85,299.3,359.16,0.527
LAN-00971,Hyperlane Route,fd93db79,a1205430,1145.59,123.42,148.1,0.617
LAN-00972,Military Corridor,fd93db79,1699edb3,1536.63,692.45,692.45,0.949
LAN-00973,Hyperlane Route,0e934d76,650ae5a0,1185.85,415.45,498.54,0.681
LAN-00974,Hyperlane Route,0e934d76,4a5e906d,1350.01,276.08,331.3,0.552
LAN-00975,Hyperlane Route,95d3383e,de6f933e,1390.14,231.28,277.53,0.652
LAN-00976,Hyperlane Route,95d3383e,8e9aba61,1724.03,135.44,162.53,0.577
LAN-00977,Hyperlane Route,2f87947a,89d8c40b,489.14,339.29,407.15,0.757
LAN-00978,Hyperlane Route,2f87947a,608f0962,1459.28,499.34,599.21,0.827
LAN-00979,Hyperlane Route,2f87947a,53281e80,1699.08,357.03,428.43,0.647
LAN-00980,Hyperlane Route,c3f16776,208ea3f1,1325.95,354.47,425.37,0.775
LAN-00981,Hyperlane Route,c3f16776,9c76de8d,1665.28,147.33,176.8,0.643
LAN-00982,Hyperlane Route,7d9ab034,6a0577ca,950.18,435.92,523.11,0.634
LAN-00983,Hyperlane Route,260b715e,d69b07b4,1660.76,328.75,394.5,0.706
LAN-00984,Hyperlane Route,260b715e,8c6c8901,1816.01,173.79,208.55,0.627
LAN-00985,Hyperlane Route,fc890aa7,030a27f0,1365.89,233.8,280.57,0.509
LAN-00986,Hyperlane Route,55c5fbe5,d2fe295c,1875.55,109.68,131.61,0.791
LAN-00987,Hyperlane Route,4c7a1f48,b47c4419,473.8,209.23,251.07,0.681
LAN-00988,Hyperlane Route,4c7a1f48,5a6feec9,798.91,219.49,263.39,0.829
LAN-00989,Military Corridor,4c7a1f48,74d538e3,1289.49,429.65,429.65,0.91
LAN-00990,Hyperlane Route,7baf5e79,d816e4a0,1437.3,449.09,538.91,0.795
LAN-00991,Hyperlane Route,7baf5e79,89ab3f2b,1625.75,174.44,209.33,0.781
LAN-00992,Hyperlane Route,7baf5e79,bc454e95,1681.62,283.27,339.93,0.669
LAN-00993,Hyperlane Route,03d2cd68,7c776761,1401.91,153.39,184.07,0.528
LAN-00994,Trade Artery,03d2cd68,bfb6257c,1665.77,1227.94,3069.85,0.889
LAN-00995,Hyperlane Route,03d2cd68,c10fd0b3,1894.03,274.74,329.69,0.755
LAN-00996,Hyperlane Route,0095d960,6979b6fd,1512.87,406.21,487.45,0.556
LAN-00997,Hyperlane Route,0095d960,de6f933e,1634.2,344.09,412.91,0.547
LAN-00998,Hyperlane Route,1451b4fa,396949f1,519.43,400.55,480.66,0.73
LAN-00999,Hyperlane Route,eb2bf448,04308117,1080.84,482.65,579.18,0.524
LAN-01000,Hyperlane Route,eb2bf448,65fe2b07,1685.2,122.82,147.39,0.599
LAN-01001,Hyperlane Route,412f4e1e,e41acc5f,911.67,204.68,245.62,0.586
LAN-01002,Hyperlane Route,412f4e1e,6a4877b4,993.81,462.5,555.0,0.587
LAN-01003,Hyperlane Route,471dfbf1,7d4687e1,621.95,208.78,250.54,0.766
LAN-01004,Hyperlane Route,471dfbf1,a58ff1f3,749.18,279.9,335.88,0.772
LAN-01005,Military Corridor,1b9398cf,4f448a53,467.49,332.68,332.68,0.918
LAN-01006,Hyperlane Route,1b9398cf,41bf3fe6,1396.33,113.45,136.13,0.522
LAN-01007,Hyperlane Route,a313cafe,0ba83e15,422.24,462.57,555.09,0.549
LAN-01008,Hyperlane Route,e2a7b982,1475831c,1885.61,312.97,375.56,0.644
LAN-01009,Hyperlane Route,af72cbde,c17b99d3,922.4,238.94,286.72,0.815
LAN-01010,Trade Artery,5214fee4,5e1e7929,800.24,521.82,1304.56,0.919
LAN-01011,Trade Artery,f2adc5f9,b8cb383f,1623.58,1463.39,3658.49,0.901
LAN-01012,Hyperlane Route,2cd6a4ec,43e6a944,1277.38,474.73,569.67,0.518
LAN-01013,Hyperlane Route,8f5fc322,7d998a32,953.83,267.52,321.02,0.591
LAN-01014,Hyperlane Route,59d5887c,81be0011,1258.2,392.33,470.79,0.843
LAN-01015,Hyperlane Route,59d5887c,07115d02,1343.58,202.61,243.13,0.729
LAN-01016,Hyperlane Route,34057b0d,1c9c4f97,1380.75,179.24,215.09,0.698
LAN-01017,Hyperlane Route,34057b0d,05438d53,1900.04,285.57,342.69,0.84
LAN-01018,Military Corridor,bf8912d1,936c287f,1363.2,604.26,604.26,0.899
LAN-01019,Hyperlane Route,136d39d5,30d6b446,1392.84,145.64,174.77,0.553
LAN-01020,Hyperlane Route,4e1371de,aa55e7dd,1584.62,190.13,228.15,0.588
LAN-01021,Hyperlane Route,4e1371de,7c0cc386,1726.17,440.25,528.3,0.696
LAN-01022,Military Corridor,ad3157c1,80d2e06b,1423.6,561.7,561.7,0.866
LAN-01023,Hyperlane Route,ad3157c1,c5726c64,1878.37,444.06,532.87,0.753
LAN-01024,Hyperlane Route,d487d983,eb43d799,1413.77,127.07,152.48,0.748
LAN-01025,Hyperlane Route,53d33b8f,4fc4e1a5,1311.69,317.42,380.9,0.529
LAN-01026,Hyperlane Route,650df9b0,179b8b59,1532.48,283.32,339.98,0.67
LAN-01027,Hyperlane Route,179210d9,5a9ad0d4,1387.38,166.31,199.57,0.831
LAN-01028,Military Corridor,179210d9,dacd2e39,1817.18,724.99,724.99,0.944
LAN-01029,Hyperlane Route,179210d9,d626bdf3,1966.0,284.92,341.9,0.644
LAN-01030,Hyperlane Route,4b7c064b,396949f1,1111.77,360.39,432.47,0.691
LAN-01031,Hyperlane Route,4b7c064b,a915a1f1,1195.28,124.91,149.89,0.679
LAN-01032,Hyperlane Route,50580b5b,7d4687e1,1081.2,422.56,507.07,0.661
LAN-01033,Hyperlane Route,50580b5b,eba808b1,1240.23,120.78,144.94,0.775
LAN-01034,Hyperlane Route,041365c9,d509a726,1388.78,180.55,216.65,0.591
LAN-01035,Hyperlane Route,2ec42605,638cd7d3,1242.97,165.88,199.06,0.616
LAN-01036,Hyperlane Route,2ec42605,569fbf22,1251.54,402.7,483.24,0.682
LAN-01037,Hyperlane Route,3144372a,ecf07b9a,1202.05,181.95,218.34,0.807
LAN-01038,Hyperlane Route,3144372a,29f54147,1409.83,451.83,542.2,0.805
LAN-01039,Hyperlane Route,3144372a,42ab1d52,1456.14,195.52,234.62,0.658
LAN-01040,Military Corridor,563f29de,9081a1f7,656.2,792.49,792.49,0.958
LAN-01041,Hyperlane Route,563f29de,15446763,1255.48,110.87,133.04,0.523
LAN-01042,Hyperlane Route,563f29de,b2237089,1655.77,285.57,342.69,0.818
LAN-01043,Hyperlane Route,06362388,62ccb853,1203.88,315.48,378.58,0.674
LAN-01044,Military Corridor,a71fac37,25c7f883,1014.07,352.74,352.74,0.942
LAN-01045,Hyperlane Route,ed516e04,46ecf74b,979.04,428.84,514.61,0.633
LAN-01046,Hyperlane Route,ed516e04,2de6f589,1255.68,410.24,492.29,0.838
LAN-01047,Hyperlane Route,ed516e04,88137a6d,1257.51,181.51,217.81,0.683
LAN-01048,Hyperlane Route,4633ccff,ba7f60fd,530.16,214.86,257.83,0.777
LAN-01049,Hyperlane Route,4633ccff,cd7f77fc,1171.75,331.04,397.24,0.722
LAN-01050,Hyperlane Route,4633ccff,237e461a,1554.94,419.17,503.0,0.639
LAN-01051,Military Corridor,fc6e3f38,e02e84ef,784.67,757.55,757.55,0.925
LAN-01052,Military Corridor,fc6e3f38,030a27f0,954.21,378.98,378.98,0.947
LAN-01053,Military Corridor,fc6e3f38,d35f9ca4,1153.66,696.63,696.63,0.894
LAN-01054,Hyperlane Route,415f2890,ab40c2be,1558.06,442.87,531.45,0.817
LAN-01055,Hyperlane Route,415f2890,eaefe5c4,1772.2,210.76,252.91,0.844
LAN-01056,Hyperlane Route,41cbbfa3,dc65b160,1096.19,156.28,187.54,0.571
LAN-01057,Hyperlane Route,897d9f17,a08d7656,1092.31,173.69,208.43,0.813
LAN-01058,Hyperlane Route,897d9f17,1a5aea24,1654.78,361.72,434.06,0.553
LAN-01059,Hyperlane Route,1b2f89c3,b04073fa,770.1,276.13,331.36,0.715
LAN-01060,Hyperlane Route,1b2f89c3,d224a7f8,1374.14,133.39,160.06,0.809
LAN-01061,Trade Artery,c37cbca3,69a0cbc9,1535.47,1303.6,3259.01,0.891
LAN-01062,Hyperlane Route,86262b1a,4d9a3ec0,987.66,486.85,584.22,0.646
LAN-01063,Hyperlane Route,86262b1a,2dc6f993,1559.7,493.64,592.37,0.734
LAN-01064,Hyperlane Route,0e73a21b,255cdee9,1761.99,353.87,424.64,0.558
LAN-01065,Military Corridor,9081a1f7,15446763,1282.79,740.96,740.96,0.91
LAN-01066,Hyperlane Route,8be48539,0d0e9f45,1816.76,164.89,197.87,0.504
LAN-01067,Hyperlane Route,8be48539,2dc6f993,1937.97,323.9,388.68,0.685
LAN-01068,Hyperlane Route,179b8b59,22d967e2,1937.54,387.74,465.29,0.812
LAN-01069,Hyperlane Route,9910f472,1475831c,565.84,131.76,158.12,0.756
LAN-01070,Hyperlane Route,9910f472,ba32b3bf,1453.26,174.96,209.96,0.8
LAN-01071,Hyperlane Route,465500fc,87a212ea,1578.96,427.63,513.15,0.689
LAN-01072,Military Corridor,82d87ebd,472fc1f1,1521.87,655.12,655.12,0.894
LAN-01073,Hyperlane Route,3ff7f130,72b45f97,1351.27,288.47,346.16,0.788
LAN-01074,Hyperlane Route,3ff7f130,8405f8a2,1496.63,283.71,340.45,0.625
LAN-01075,Hyperlane Route,3ff7f130,06b92a40,1550.81,297.68,357.22,0.79
LAN-01076,Hyperlane Route,d224a7f8,062b80e3,485.46,234.08,280.9,0.561
LAN-01077,Hyperlane Route,6d95ee33,9fc21337,525.07,384.81,461.77,0.789
LAN-01078,Hyperlane Route,6d95ee33,f7cfa365,1898.24,140.25,168.31,0.584
LAN-01079,Hyperlane Route,492d6550,6f445231,824.94,156.79,188.15,0.622
LAN-01080,Hyperlane Route,492d6550,5679a237,1371.52,280.14,336.17,0.762
LAN-01081,Hyperlane Route,0ba83e15,abf1d9c6,1224.54,360.46,432.55,0.717
LAN-01082,Hyperlane Route,17cbbbf1,9b62ffa7,1501.09,240.95,289.14,0.795
LAN-01083,Hyperlane Route,17cbbbf1,998ab19a,1539.95,288.51,346.22,0.843
LAN-01084,Hyperlane Route,c6de0b3f,32ceae76,632.78,353.66,424.39,0.544
LAN-01085,Hyperlane Route,013e2852,7200a3bc,1429.21,370.47,444.57,0.614
LAN-01086,Hyperlane Route,6cbee71d,ba33dd6b,618.25,374.53,449.44,0.524
LAN-01087,Hyperlane Route,f2341c1a,0095d960,1962.41,169.95,203.94,0.8
LAN-01088,Hyperlane Route,b5119dc5,4fc4e1a5,1346.13,190.87,229.05,0.793
LAN-01089,Hyperlane Route,998ab19a,9b62ffa7,607.67,211.71,254.05,0.725
LAN-01090,Hyperlane Route,7356be09,b6a1552d,1348.75,377.66,453.19,0.679
LAN-01091,Hyperlane Route,7356be09,e31a480e,1525.43,222.12,266.55,0.574
LAN-01092,Hyperlane Route,4d9a3ec0,2dc6f993,1595.83,113.28,135.93,0.606
LAN-01093,Hyperlane Route,89d8c40b,8bbb3a73,1868.52,361.27,433.52,0.828
LAN-01094,Hyperlane Route,89d8c40b,53281e80,1881.2,448.48,538.18,0.768
LAN-01095,Hyperlane Route,ac0752c9,fbb844dc,1773.96,415.38,498.45,0.733
LAN-01096,Hyperlane Route,19aac56b,ab4c2378,1072.64,204.11,244.94,0.818
LAN-01097,Hyperlane Route,19aac56b,1b268570,1462.5,368.29,441.95,0.696
LAN-01098,Hyperlane Route,bc8c7e21,28fc036a,782.82,144.4,173.27,0.656
LAN-01099,Hyperlane Route,807c7f9a,e90ac907,1557.9,284.14,340.97,0.803
LAN-01100,Hyperlane Route,d35f9ca4,e02e84ef,816.28,318.66,382.39,0.633
LAN-01101,Hyperlane Route,d35f9ca4,030a27f0,1046.42,490.72,588.86,0.539
LAN-01102,Hyperlane Route,b536f6da,8af3cb80,714.51,269.02,322.82,0.515
LAN-01103,Hyperlane Route,b536f6da,2dcd4b15,1345.01,395.96,475.15,0.821
LAN-01104,Military Corridor,b4d131d9,4c130f6d,1240.03,440.02,440.02,0.97
LAN-01105,Hyperlane Route,b4d131d9,abd87d06,1949.53,216.89,260.26,0.819
LAN-01106,Hyperlane Route,b4d131d9,e4d1762c,1997.27,401.58,481.9,0.782
LAN-01107,Hyperlane Route,ab40c2be,eaefe5c4,587.54,107.2,128.64,0.837
LAN-01108,Hyperlane Route,08bcb72c,58114dea,960.11,390.67,468.8,0.607
LAN-01109,Hyperlane Route,08bcb72c,69a0cbc9,1122.86,431.76,518.11,0.599
LAN-01110,Hyperlane Route,c40db321,a9d80bfd,749.16,449.1,538.92,0.539
LAN-01111,Hyperlane Route,c40db321,3c2e37c0,767.12,381.47,457.77,0.689
LAN-01112,Hyperlane Route,7200a3bc,30f60854,779.68,138.61,166.34,0.585
LAN-01113,Hyperlane Route,ba32b3bf,1475831c,1387.89,104.96,125.95,0.664
LAN-01114,Hyperlane Route,6a4877b4,e41acc5f,1770.29,220.51,264.61,0.709
LAN-01115,Hyperlane Route,6b36fdc7,f0857ddd,1650.99,218.9,262.67,0.605
LAN-01116,Hyperlane Route,85d91d79,9bb2c568,1571.49,397.28,476.73,0.517
LAN-01117,Hyperlane Route,e254a5dd,9ca455cb,824.89,461.16,553.39,0.798
LAN-01118,Hyperlane Route,e254a5dd,103a7fb6,1242.94,367.12,440.55,0.708
LAN-01119,Hyperlane Route,e254a5dd,7d4687e1,1300.8,456.92,548.31,0.565
LAN-01120,Hyperlane Route,9c68fb17,15d7bd9d,906.12,131.59,157.91,0.584
LAN-01121,Military Corridor,9c68fb17,09f83e94,964.67,697.29,697.29,0.855
LAN-01122,Hyperlane Route,9c68fb17,26815867,1206.13,333.12,399.75,0.848
LAN-01123,Hyperlane Route,453b5577,870bffb3,1129.34,442.28,530.73,0.683
LAN-01124,Military Corridor,be9a64f4,a58ff1f3,453.42,331.82,331.82,0.966
LAN-01125,Military Corridor,be9a64f4,8ce2a06e,977.29,599.49,599.49,0.866
LAN-01126,Military Corridor,be9a64f4,471dfbf1,997.02,346.93,346.93,0.977
LAN-01127,Military Corridor,aa55e7dd,94bfa287,1467.93,634.6,634.6,0.966
LAN-01128,Hyperlane Route,08d60348,746bf383,1098.78,451.59,541.91,0.7
LAN-01129,Hyperlane Route,27b516dd,2d39dd9d,1038.26,306.98,368.37,0.651
LAN-01130,Hyperlane Route,ba7f60fd,cd7f77fc,1534.65,226.78,272.13,0.652
LAN-01131,Hyperlane Route,ba7f60fd,237e461a,1676.17,409.55,491.46,0.711
LAN-01132,Hyperlane Route,2c60a1de,e1716de2,585.66,457.01,548.41,0.655
LAN-01133,Trade Artery,a36c0a0c,e2176638,1855.98,1107.09,2767.72,0.914
LAN-01134,Hyperlane Route,85cb4c03,1d8d6567,1399.28,336.68,404.01,0.746
LAN-01135,Hyperlane Route,85cb4c03,eaefe5c4,1611.75,194.97,233.97,0.679
LAN-01136,Hyperlane Route,85cb4c03,1e379605,1938.92,141.69,170.03,0.635
LAN-01137,Military Corridor,ac0c30d2,5e1e7929,1698.33,543.83,543.83,0.941
LAN-01138,Hyperlane Route,ae74d7cd,d168676a,1049.96,480.21,576.25,0.71
LAN-01139,Hyperlane Route,ae74d7cd,d92d04da,1615.24,397.44,476.93,0.677
LAN-01140,Hyperlane Route,dad36877,6144e36c,1477.6,353.64,424.37,0.525
LAN-01141,Military Corridor,aba25f48,74d538e3,532.88,427.2,427.2,0.901
LAN-01142,Hyperlane Route,aba25f48,5a6feec9,886.53,289.0,346.8,0.516
LAN-01143,Hyperlane Route,9afa0793,c4d0dd0c,707.24,156.01,187.21,0.597
LAN-01144,Hyperlane Route,9afa0793,15ef3488,1207.4,488.61,586.34,0.616
LAN-01145,Hyperlane Route,1f6a7f33,b2397446,678.07,292.82,351.38,0.569
LAN-01146,Hyperlane Route,1f6a7f33,aae5f615,1589.64,344.31,413.17,0.598
LAN-01147,Hyperlane Route,8ce2a06e,8c2f26da,1035.29,182.8,219.36,0.681
LAN-01148,Hyperlane Route,8ce2a06e,a58ff1f3,1122.64,102.2,122.64,0.503
LAN-01149,Hyperlane Route,7c0cc386,90e8097e,1379.92,187.63,225.15,0.513
LAN-01150,Hyperlane Route,7c0cc386,2b4e30b7,1794.04,143.21,171.85,0.619
LAN-01151,Hyperlane Route,42a4e578,80468f6e,1654.14,421.03,505.24,0.7
LAN-01152,Hyperlane Route,07115d02,81be0011,1212.7,305.07,366.08,0.603
LAN-01153,Hyperlane Route,507fe63e,ab4c2378,1189.68,472.7,567.24,0.639
LAN-01154,Hyperlane Route,507fe63e,19aac56b,1833.54,134.84,161.8,0.716
LAN-01155,Hyperlane Route,659d98f7,84767f1c,1482.69,145.54,174.64,0.621
LAN-01156,Hyperlane Route,659d98f7,bb3eb758,1523.77,302.96,363.56,0.806
LAN-01157,Hyperlane Route,7fb7f195,8af3cb80,1228.01,297.42,356.9,0.746
LAN-01158,Hyperlane Route,7fb7f195,b536f6da,1809.53,497.13,596.55,0.546
LAN-01159,Military Corridor,12935a73,cd2e395c,549.95,437.37,437.37,0.905
LAN-01160,Military Corridor,12935a73,4b7fc619,1661.24,510.91,510.91,0.908
LAN-01161,Military Corridor,c3b2836b,305333b9,1555.28,753.81,753.81,0.95
LAN-01162,Hyperlane Route,8e7872ca,9a3d1d02,1971.69,343.16,411.79,0.608
LAN-01163,Hyperlane Route,43e6a944,d34f2273,1437.34,429.52,515.42,0.834
LAN-01164,Hyperlane Route,29baa1fe,598e4966,1298.84,428.48,514.18,0.501
LAN-01165,Hyperlane Route,02143620,ea34b446,590.17,354.56,425.47,0.518
LAN-01166,Hyperlane Route,02143620,a64f1752,687.34,203.04,243.65,0.521
LAN-01167,Hyperlane Route,b988e995,208ea3f1,1458.26,341.52,409.82,0.74
LAN-01168,Hyperlane Route,2de6f589,c1877943,1442.91,145.8,174.95,0.634
LAN-01169,Hyperlane Route,2de6f589,88137a6d,1659.68,282.49,338.99,0.629
LAN-01170,Hyperlane Route,1e379605,3e9b6cc7,1082.55,148.41,178.09,0.647
LAN-01171,Hyperlane Route,1e379605,e8aa4c5b,1340.3,400.47,480.57,0.525
LAN-01172,Hyperlane Route,dceddb79,e2190799,1339.53,132.07,158.49,0.624
LAN-01173,Military Corridor,dceddb79,21e97463,1622.2,770.86,770.86,0.944
LAN-01174,Hyperlane Route,87a212ea,b66c5fa9,1661.02,371.47,445.76,0.627
LAN-01175,Hyperlane Route,03b36f2b,259a2489,1697.12,337.46,404.96,0.504
LAN-01176,Hyperlane Route,3e505d60,e74ab968,1154.35,354.44,425.33,0.82
LAN-01177,Hyperlane Route,5a6feec9,b47c4419,577.36,345.03,414.04,0.806
LAN-01178,Hyperlane Route,0d5fe863,656b03ff,784.67,389.59,467.51,0.542
LAN-01179,Hyperlane Route,0d5fe863,89ce852a,1767.0,460.98,553.18,0.523
LAN-01180,Hyperlane Route,0d5fe863,3d7b08c1,1844.02,313.59,376.3,0.55
LAN-01181,Hyperlane Route,249c260a,14401c4a,1497.17,104.68,125.62,0.648
LAN-01182,Hyperlane Route,eaefe5c4,e8aa4c5b,1312.48,218.02,261.62,0.67
LAN-01183,Military Corridor,90131138,61f5947e,956.45,588.6,588.6,0.856
LAN-01184,Hyperlane Route,90131138,8af4a5c2,1831.93,149.2,179.04,0.696
LAN-01185,Hyperlane Route,32ceae76,65fe2b07,1091.32,237.27,284.72,0.755
LAN-01186,Hyperlane Route,c5726c64,b536f6da,1570.51,360.92,433.1,0.796
LAN-01187,Hyperlane Route,de6f933e,b3175283,1498.22,377.0,452.4,0.65
LAN-01188,Hyperlane Route,de6f933e,59e56112,1563.47,369.19,443.02,0.596
LAN-01189,Hyperlane Route,65fe2b07,04308117,1504.01,222.53,267.03,0.776
LAN-01190,Hyperlane Route,65fe2b07,c6de0b3f,1535.36,278.57,334.28,0.779
LAN-01191,Hyperlane Route,0d0e9f45,44eed999,1914.85,428.97,514.76,0.8
LAN-01192,Hyperlane Route,6a78c867,300dd191,1135.85,466.65,559.98,0.651
LAN-01193,Military Corridor,3e037a1c,659d98f7,1960.97,459.43,459.43,0.932
LAN-01194,Hyperlane Route,51cdd6f8,b3b883fb,1801.44,248.47,298.16,0.71
LAN-01195,Hyperlane Route,bd53a0a4,b84e5edc,1511.88,382.23,458.68,0.741
LAN-01196,Hyperlane Route,bd53a0a4,1e8613e9,1592.39,249.82,299.79,0.558
LAN-01197,Hyperlane Route,11bac5d2,ed0d997b,1800.25,272.21,326.65,0.55
LAN-01198,Hyperlane Route,11bac5d2,4d6b9e7d,1808.99,456.04,547.25,0.621
LAN-01199,Hyperlane Route,11bac5d2,260b715e,1918.59,161.78,194.14,0.509
LAN-01200,Hyperlane Route,8b7ab053,8405f8a2,1501.29,358.33,429.99,0.723
LAN-01201,Hyperlane Route,8500084c,42877080,1829.11,236.24,283.49,0.525
LAN-01202,Hyperlane Route,8500084c,2f87947a,1999.21,263.85,316.62,0.609
LAN-01203,Hyperlane Route,ad82f4bb,be3a7b58,1564.62,370.85,445.02,0.712
LAN-01204,Hyperlane Route,ad82f4bb,30f60854,1612.87,245.84,295.0,0.576
LAN-01205,Hyperlane Route,c4d0dd0c,811709f6,1297.4,495.21,594.26,0.659
LAN-01206,Hyperlane Route,c4d0dd0c,15ef3488,1317.62,375.31,450.37,0.549
LAN-01207,Trade Artery,41bf3fe6,4f448a53,949.5,985.59,2463.97,0.805
LAN-01208,Hyperlane Route,41bf3fe6,ae1a74cd,1345.59,302.18,362.62,0.837
LAN-01209,Hyperlane Route,bb817281,caab8c4c,1213.04,253.68,304.42,0.514
LAN-01210,Hyperlane Route,76e092fc,009ceee0,562.31,112.38,134.86,0.636
LAN-01211,Hyperlane Route,76e092fc,2fb112b0,1515.94,164.01,196.81,0.508
LAN-01212,Hyperlane Route,76e092fc,e2b444b8,1529.96,402.49,482.98,0.66
LAN-01213,Hyperlane Route,110eb7b5,15ebd3b7,1262.92,215.7,258.84,0.815
LAN-01214,Hyperlane Route,110eb7b5,453749f1,1314.34,146.46,175.75,0.835
LAN-01215,Hyperlane Route,110eb7b5,aec5a9b6,1465.71,225.59,270.7,0.811
LAN-01216,Military Corridor,4524e1a1,840d8b8f,716.52,601.47,601.47,0.966
LAN-01217,Hyperlane Route,4524e1a1,172a4b44,1020.68,493.61,592.33,0.601
LAN-01218,Hyperlane Route,3a01aada,7d9dadab,1567.63,484.45,581.35,0.636
LAN-01219,Hyperlane Route,d16ba6d2,2c05c3d1,520.49,254.2,305.05,0.619
LAN-01220,Military Corridor,d16ba6d2,eb590d95,1172.02,570.7,570.7,0.872
LAN-01221,Hyperlane Route,d16ba6d2,e01906e3,1589.24,321.48,385.78,0.69
LAN-01222,Hyperlane Route,03fd8207,09f22e9f,981.91,404.76,485.71,0.792
LAN-01223,Hyperlane Route,a2d354d7,8af3cb80,1873.33,276.18,331.41,0.606
LAN-01224,Hyperlane Route,a2d354d7,dbc7276b,1940.91,203.73,244.48,0.568
LAN-01225,Hyperlane Route,396949f1,f436e82c,746.64,123.06,147.67,0.62
LAN-01226,Hyperlane Route,5b5bc2e0,419c001a,1255.81,208.1,249.72,0.838
