tick,year,civilization_id,civilization_name,personality,threat_score,rival_factor,instability_factor,resource_factor,tech_factor
16,1600,2c64149009,Unified Vesperex Council,Scientific,57.96,50.0,1.79,5.97,0.2
16,1600,ed45fe3a8d,Vesperari Directorate,Scientific,34.91,24.02,7.0,3.89,0.0
16,1600,b1f20b8a8c,The Aurelan Federation,Industrialist,64.78,50.0,8.83,5.4,0.55
16,1600,43cb04ad80,Xenoid Directorate,Scientific,5.4,0.0,0.0,5.4,0.0
16,1600,3a375c2f6d,Scientific Xenan Union,Scientific,56.52,50.0,0.0,5.26,1.25
16,1600,0fa7096d5a,Zelis Directorate,Scientific,63.54,50.0,7.99,5.55,0.0
16,1600,3c196b299c,Scientific Vesperari Union,Scientific,55.36,50.0,0.0,4.03,1.33
16,1600,1a67be5b7f,Scientific Zelite Union,Scientific,34.61,20.11,6.0,5.24,3.27
16,1600,862f6cbc45,Unified Thranan Council,Scientific,58.03,50.0,3.15,4.87,0.0
16,1600,9883f23173,Consolidated Aureloid Worlds,Scientific,71.19,50.0,15.34,5.27,0.59
16,1600,22c13af7a1,Unified Vesperoid Council,Scientific,59.14,43.9,6.89,6.02,2.33
16,1600,ac70f57b73,Unified Solex Council,Scientific,46.52,38.6,1.89,6.03,0.0
16,1600,60a971a839,Cygnan Directorate,Scientific,65.38,50.0,10.25,5.13,0.0
16,1600,e941b86692,Cygnite Commonwealth,Diplomatic,54.12,50.0,0.0,4.04,0.08
16,1600,8dcb447d0f,Cygnian Directorate,Scientific,57.98,47.68,4.25,5.58,0.47
16,1600,0130446f7e,Scientific Kaelumis Union,Scientific,59.87,50.0,4.2,5.66,0.0
16,1600,d1ebd8161b,Unified Meran Council,Industrialist,56.71,50.0,0.0,6.0,0.71
16,1600,d056d7ce4a,Scientific Thranex Union,Scientific,46.55,32.84,7.99,5.53,0.19
16,1600,74136dc7b0,The Solari Federation,Industrialist,69.58,50.0,5.84,5.87,7.87
16,1600,61dc46303f,Consolidated Zelis Worlds,Scientific,58.84,50.0,2.69,4.77,1.37
16,1600,8fbf42f886,Vesperis Commonwealth,Isolationist,58.7,50.0,0.0,5.72,2.97
16,1600,7388512271,Unified Orionari Council,Scientific,62.68,50.0,5.71,5.78,1.18
16,1600,b6ae409cbf,Unified Vesperite Council,Scientific,38.64,25.43,7.39,5.82,0.0
16,1600,622de7102b,Orionite Commonwealth,Industrialist,11.96,0.0,7.43,4.53,0.0
16,1600,996190e522,Orionan Directorate,Scientific,32.83,16.91,9.75,6.16,0.0
16,1600,f7bd18e491,Thranis Commonwealth,Scientific,58.68,50.0,0.0,5.72,2.96
16,1600,556d6c2378,Meroid Directorate,Scientific,60.31,48.23,5.5,6.58,0.0
16,1600,ff559623e3,Consolidated Merian Worlds,Industrialist,61.9,50.0,4.45,5.5,1.95
16,1600,a38e0777cd,Zelex Directorate,Scientific,38.35,23.62,4.5,5.89,4.34
16,1600,4c2540c708,Unified Orionoid Council,Scientific,4.19,0.0,0.41,3.77,0.0
16,1600,b7069c3852,Unified Orionex Council,Scientific,39.12,26.84,6.65,5.62,0.0
16,1600,81714ff4c3,Consolidated Xenari Worlds,Scientific,57.85,50.0,0.0,5.18,2.67
16,1600,f3f5dfde4c,Scientific Zelis Union,Scientific,61.92,50.0,6.75,5.17,0.0
16,1600,e12feef736,Scientific Kaeluman Union,Scientific,58.08,50.0,2.25,4.61,1.22
16,1600,fba15f0324,Unified Vesperoid Council,Scientific,58.28,50.0,3.58,4.09,0.61
16,1600,350e107aae,Allied Aurelan Systems,Militaristic,83.69,50.0,23.75,7.85,2.08
16,1600,22091a7056,Scientific Zylaris Union,Scientific,47.88,40.78,2.25,4.85,0.0
16,1600,03d3903c7c,Unified Orionex Council,Scientific,58.9,50.0,1.67,5.61,1.62
16,1600,2211d3100d,Kaelumex Directorate,Scientific,63.49,50.0,5.5,5.41,2.58
16,1600,459f704847,Thranari Directorate,Scientific,57.52,50.0,1.0,6.42,0.1
16,1600,575810e85b,Scientific Orionex Union,Scientific,40.68,31.62,3.25,5.81,0.0
16,1600,182edcdd37,Aurelan Commonwealth,Scientific,10.96,0.0,6.25,4.71,0.0
16,1600,e47a782635,The Xi-sagittariis Federation,Industrialist,6.81,0.0,1.38,5.43,0.0
16,1600,2705d84a32,Unified Vesperari Council,Scientific,57.17,43.53,8.39,5.25,0.0
16,1600,92810d80b3,The Aurelis Federation,Scientific,67.17,50.0,7.98,5.92,3.27
16,1600,7e5521abbb,Scientific Kaelumis Union,Scientific,40.65,27.22,8.25,5.18,0.0
16,1600,b9ec32251d,Allied Zylarian Systems,Scientific,69.13,50.0,14.5,4.62,0.01
16,1600,7c376afd56,The Kaelumis Federation,Industrialist,55.77,50.0,0.0,5.77,0.0
16,1600,0cb785b3d6,Kaelumite Commonwealth,Scientific,33.94,23.44,3.0,6.12,1.38
16,1600,7bf42c3a49,Sagittariite Directorate,Scientific,5.19,0.0,0.0,5.19,0.0
16,1600,c3b1779520,Aurelis Commonwealth,Scientific,14.68,0.0,8.68,6.0,0.0
16,1600,37a4cea3d7,Consolidated Solite Worlds,Scientific,60.36,50.0,0.0,5.11,5.25
16,1600,57733c8324,Scientific Merite Union,Scientific,59.9,39.27,15.75,4.88,0.0
16,1600,467216187a,Allied Thranex Systems,Scientific,59.01,50.0,0.0,5.67,3.35
16,1600,e00bc2a5e5,Thranite Directorate,Scientific,16.08,0.0,10.28,5.8,0.0
16,1600,b2c9872c2d,Unified Sagittariite Council,Scientific,57.99,50.0,2.23,4.55,1.2
16,1600,792f609a6f,Unified Sagittariite Council,Scientific,48.62,28.05,15.19,5.38,0.0
16,1600,b9c3618013,Unified Sagittariite Council,Scientific,60.79,50.0,0.0,5.59,5.2
16,1600,3aa8ce54ee,Allied Sagittariian Systems,Industrialist,60.35,50.0,0.0,5.98,4.37
16,1600,4b4e90bd89,The Meran Federation,Scientific,6.72,0.0,1.25,5.47,0.0
16,1600,764f599826,Unified Solite Council,Scientific,61.66,41.69,14.38,5.59,0.0
16,1600,83c39baf65,Zylarite Directorate,Scientific,58.3,47.28,4.35,5.9,0.77
16,1600,927dbfac0b,Scientific Kaelumis Union,Scientific,73.0,50.0,17.25,5.63,0.12
16,1600,8e65d7f5b1,Scientific Zeloid Union,Explorer,61.2,50.0,2.37,6.09,2.74
16,1600,f0f8b2423b,Xenex Directorate,Scientific,36.01,24.77,5.51,5.6,0.14
16,1600,31aeef2350,Scientific Solian Union,Scientific,56.3,50.0,0.0,4.83,1.47
16,1600,83775e646f,Consolidated Thranite Worlds,Scientific,61.38,50.0,1.21,5.58,4.6
16,1600,2ed96a351c,Unified Valite Council,Scientific,37.32,24.54,7.0,5.78,0.0
16,1600,c1cc584fd5,Unified Merite Council,Scientific,66.58,50.0,9.02,5.52,2.04
16,1600,11452e96e6,Scientific Zelex Union,Scientific,56.82,50.0,1.12,5.71,0.0
16,1600,80ce70725d,Scientific Kaelumian Union,Scientific,53.47,36.92,9.09,5.41,2.05
16,1600,f61290c372,Scientific Orionari Union,Scientific,5.39,0.0,0.05,5.35,0.0
16,1600,71efb681fc,The Aureloid Federation,Scientific,7.31,0.0,2.75,4.56,0.0
16,1600,13b6f1c19c,Allied Orionite Systems,Scientific,43.37,23.77,11.65,6.08,1.87
16,1600,ee9099d9b7,Vesperan Directorate,Scientific,55.72,50.0,0.0,5.72,0.0
16,1600,38d523ac80,Scientific Vesperoid Union,Scientific,64.84,50.0,8.58,5.07,1.18
16,1600,4bf29f7756,Scientific Zylaroid Union,Scientific,54.07,50.0,0.0,4.07,0.0
16,1600,8a78a0e229,Unified Vesperoid Council,Scientific,45.14,33.0,4.39,5.77,1.97
16,1600,5fec320399,Unified Orionan Council,Scientific,66.83,50.0,9.25,6.13,1.45
16,1600,822326926a,Unified Meroid Council,Scientific,45.57,23.88,16.0,5.69,0.0
16,1600,0a6e8b3547,The Nu-cygnis Federation,Scientific,16.28,0.0,12.0,4.28,0.0
16,1600,8bc980ecf5,Unified Meris Council,Scientific,12.38,0.0,8.28,4.09,0.0
16,1600,18daa88e4f,Scientific Rho-perseis Union,Scientific,81.46,50.0,23.5,7.08,0.87
16,1600,b6d872712f,Scientific Persean Union,Scientific,41.72,31.22,6.25,4.25,0.0
16,1600,7c40c9ebf8,Scientific Vesperian Union,Scientific,37.28,26.67,4.61,4.48,1.52
16,1600,28f3b831a2,Scientific Aureloid Union,Scientific,57.46,50.0,2.25,5.21,0.0
16,1600,20af608f42,Consolidated Orionite Worlds,Diplomatic,4.81,0.0,0.0,4.81,0.0
16,1600,f03d90fb8f,Thranite Directorate,Industrialist,57.1,50.0,0.0,5.91,1.19
16,1600,3c04f1e4d3,Scientific Xenite Union,Scientific,59.97,50.0,0.0,6.11,3.87
16,1600,123f4d1fb7,Aurelian Directorate,Scientific,57.39,46.52,5.53,5.33,0.0
16,1600,15474381ae,Scientific Kaelumari Union,Scientific,41.71,30.97,4.75,5.56,0.43
16,1600,e905d91038,Allied Zelari Systems,Diplomatic,56.36,32.36,14.87,5.73,3.4
16,1600,f7ed0ea8ba,Thranari Commonwealth,Scientific,65.55,50.0,10.42,5.12,0.0
16,1600,176da50470,Unified Mu-perseis Council,Scientific,12.49,0.0,7.19,5.3,0.0
16,1600,f83f785370,Consolidated Valian Worlds,Scientific,19.47,0.0,14.0,5.47,0.0
16,1600,85aec51e58,Consolidated Thranoid Worlds,Isolationist,5.15,0.0,0.0,5.15,0.0
16,1600,4c224c8349,Vesperari Directorate,Scientific,11.41,0.0,6.4,5.01,0.0
16,1600,37270686ec,Scientific Bulgite Union,Scientific,41.87,29.68,8.0,4.19,0.0
16,1600,b9be6a525a,The Bulgite Federation,Diplomatic,73.93,50.0,15.25,5.39,3.29
17,1700,f8c1278b86,Consolidated Zelis Worlds,Scientific,53.06,46.0,0.0,5.49,1.58
17,1700,4836a15586,Scientific Valan Union,Scientific,57.99,47.02,5.75,5.22,0.0
17,1700,ee951bbfab,Kaelumian Directorate,Scientific,5.13,0.0,0.0,5.13,0.0
17,1700,b2e833d309,Allied Orionoid Systems,Scientific,5.7,0.0,0.0,5.7,0.0
17,1700,faf8d4b64a,Solex Directorate,Scientific,13.83,0.0,8.75,5.08,0.0
17,1700,a500abb373,The Zelari Federation,Scientific,16.51,0.0,11.23,5.28,0.0
17,1700,9594053f90,Scientific Galacticite Union,Scientific,41.12,24.35,10.46,4.05,2.26
17,1700,22b55b78e2,Unified Omicron-galacticis Council,Scientific,63.76,50.0,9.25,4.51,0.0
17,1700,185a68bac9,Scientific Solari Union,Scientific,5.46,0.0,0.0,5.46,0.0
17,1700,c4f121b6c1,Orionian Directorate,Scientific,5.56,0.0,0.0,5.56,0.0
17,1700,70a115d461,Consolidated Aurelite Worlds,Scientific,17.6,0.0,13.23,4.37,0.0
17,1700,26b5626b6c,Scientific Thranan Union,Scientific,55.94,50.0,0.0,5.94,0.0
17,1700,8a41c4ac34,Valis Directorate,Scientific,45.66,38.83,0.0,5.63,1.21
17,1700,15286fa1f5,Consolidated Zelari Worlds,Scientific,57.06,50.0,0.0,6.49,0.57
17,1700,ec5efdeb2d,The Bulgite Federation,Scientific,14.85,0.0,10.25,4.6,0.0
17,1700,2f0954acad,Scientific Aethelgardian Union,Scientific,40.72,27.15,8.02,4.39,1.16
17,1700,c7c9fca9a1,Unified Aethelgardis Council,Scientific,60.0,50.0,4.55,5.45,0.0
17,1700,511ff78315,Allied Zeta-cygnis Systems,Scientific,17.71,0.0,12.84,4.86,0.0
17,1700,95cba99a70,Consolidated Aureloid Worlds,Diplomatic,62.96,50.0,4.5,5.45,3.01
17,1700,73cb158d41,Unified Vesperari Council,Scientific,66.46,50.0,10.75,5.57,0.14
17,1700,7419a59432,Unified Merari Council,Scientific,57.15,50.0,1.64,5.37,0.15
17,1700,bb1351012f,Zylarian Directorate,Scientific,56.96,46.33,2.71,6.09,1.83
17,1700,3be9d94e07,Unified Kaelumoid Council,Scientific,57.35,50.0,0.0,6.0,1.36
17,1700,033668785c,The Solis Federation,Industrialist,87.12,50.0,25.0,10.79,1.33
17,1700,f8a4edc83b,Consolidated Xenoid Worlds,Industrialist,57.68,50.0,1.75,4.99,0.94
17,1700,d2748466c9,Scientific Xenis Union,Scientific,44.37,27.37,11.47,5.53,0.0
17,1700,4a7ef72f37,The Bulgite Federation,Scientific,3.73,0.0,0.0,3.73,0.0
17,1700,23979e6a05,Unified Persean Council,Scientific,63.99,50.0,8.73,5.26,0.0
17,1700,b6e89e8b4d,Allied Chi-perseis Systems,Diplomatic,46.0,24.44,12.0,5.9,3.66
17,1700,243eff68e3,Sigma-bulgis Directorate,Scientific,8.49,0.0,2.5,5.99,0.0
17,1700,9aa2eff7c3,Persean Directorate,Scientific,14.91,0.0,10.25,4.66,0.0
17,1700,5db2756626,Unified Zelian Council,Scientific,45.09,22.64,17.01,5.44,0.0
17,1700,37df7ce9be,Unified Xenoid Council,Scientific,56.35,50.0,0.0,4.89,1.46
17,1700,52d6d92e6b,Unified Xenoid Council,Scientific,58.76,50.0,0.0,6.0,2.76
17,1700,ea27a17ca6,The Meris Federation,Diplomatic,61.64,50.0,0.0,6.65,4.99
17,1700,962632e3ac,Zylarex Directorate,Scientific,55.21,50.0,0.0,5.21,0.0
17,1700,0bfb7074dd,Scientific Xenite Union,Scientific,65.44,49.4,9.83,4.97,1.24
17,1700,626215ebea,Scientific Xenoid Union,Scientific,59.03,50.0,2.75,5.35,0.94
17,1700,d8145cd1f0,Aurelite Commonwealth,Explorer,68.24,50.0,12.54,5.1,0.6
17,1700,7315025cfd,Unified Aurelari Council,Scientific,56.42,50.0,0.99,5.43,0.0
17,1700,d853839dba,Allied Zelite Systems,Scientific,41.03,16.51,15.96,6.5,2.07
17,1700,c56a0b9792,Allied Elysiis Systems,Industrialist,63.4,50.0,6.79,6.08,0.53
17,1700,2173a01d64,Allied Elysiian Systems,Industrialist,47.19,36.68,4.9,5.61,0.0
17,1700,35390a1939,Valari Directorate,Scientific,54.48,43.26,4.95,6.27,0.0
17,1700,6d4e0abb77,Scientific Zelan Union,Scientific,61.24,44.67,7.27,6.12,3.17
17,1700,3a3695c8e9,Consolidated Galactican Worlds,Scientific,5.02,0.0,0.0,5.02,0.0
17,1700,494354518b,Unified Zylarite Council,Scientific,41.29,32.52,3.71,5.06,0.0
17,1700,a425d5c923,Allied Thranari Systems,Scientific,65.61,50.0,5.76,4.99,4.87
17,1700,9cad00795f,Allied Aethelgardian Systems,Diplomatic,62.29,50.0,0.0,6.06,6.23
17,1700,155f4eead5,The Aethelgardan Federation,Scientific,53.12,45.34,0.0,4.7,3.08
17,1700,35b25d7eaf,Unified Aethelgardis Council,Scientific,59.25,50.0,3.75,5.5,0.0
17,1700,4e674c46b8,Aethelgardan Directorate,Scientific,76.65,50.0,20.99,4.14,1.51
17,1700,e4a60e62b6,Unified Zeloid Council,Scientific,64.35,50.0,7.57,5.75,1.03
17,1700,24423298c0,Scientific Zylaroid Union,Scientific,59.87,50.0,4.13,5.74,0.0
17,1700,95985a8620,Xenan Directorate,Scientific,49.56,33.54,9.5,5.84,0.68
17,1700,80be4440e8,Kaelumis Directorate,Scientific,57.42,50.0,0.0,6.36,1.06
17,1700,c7a93adf27,The Thranis Federation,Scientific,59.26,50.0,0.0,5.85,3.41
17,1700,df2217070a,Allied Thranari Systems,Scientific,64.23,50.0,2.87,6.14,5.22
17,1700,c64460376e,Gamma-orionis Directorate,Scientific,62.73,50.0,5.83,5.88,1.02
17,1700,53e4b98264,Unified Orionian Council,Scientific,36.51,20.52,10.65,5.34,0.0
17,1700,14c594f145,Unified Orionian Council,Scientific,55.73,50.0,0.0,5.13,0.6
17,1700,075b3fb3b1,Unified Theta-orionis Council,Scientific,70.81,50.0,12.03,8.78,0.0
17,1700,d401178af2,Theta-orionis Commonwealth,Scientific,56.2,46.47,4.0,5.17,0.56
17,1700,6dfc531f16,Unified Xenis Council,Scientific,19.76,0.0,14.0,5.76,0.0
17,1700,36b91772ac,Unified Orionis Council,Scientific,10.52,0.0,5.68,4.84,0.0
17,1700,3c983bfdab,Unified Vesperari Council,Scientific,56.13,50.0,0.0,6.13,0.0
17,1700,db90f4ff25,Unified Xenan Council,Scientific,44.5,31.21,7.55,3.97,1.77
17,1700,cfec2df928,Consolidated Zylarex Worlds,Industrialist,65.89,50.0,0.0,5.89,10.0
17,1700,a189e2924d,The Thranian Federation,Scientific,79.18,50.0,15.0,5.87,8.31
17,1700,30e300e760,Scientific Sagittariite Union,Scientific,62.38,50.0,8.45,3.24,0.68
17,1700,65ea513ebb,Unified Sagittarian Council,Scientific,51.77,46.46,0.0,5.31,0.0
17,1700,6fbfc2a11d,Unified Orionite Council,Scientific,59.04,50.0,3.14,5.7,0.19
17,1700,bceea7e00e,Unified Orionan Council,Scientific,58.46,50.0,0.89,5.89,1.68
17,1700,9875fc03a4,Orionian Directorate,Scientific,55.42,38.42,10.71,5.54,0.75
17,1700,81601b2e5e,Unified Sigma-orionis Council,Scientific,56.32,50.0,0.0,6.32,0.0
17,1700,72196fa906,Sigma-orionis Commonwealth,Isolationist,68.93,50.0,6.25,8.22,4.46
17,1700,3c4760ddea,Zelis Commonwealth,Scientific,6.04,0.0,0.0,6.04,0.0
17,1700,9d578c755a,Scientific Zelian Union,Scientific,9.06,0.0,3.11,5.95,0.0
17,1700,23094db297,Allied Solian Systems,Isolationist,4.9,0.0,0.0,4.9,0.0
17,1700,642e75a08d,Scientific Thranan Union,Scientific,4.92,0.0,0.0,4.92,0.0
17,1700,b619dd5fb5,Scientific Thranan Union,Scientific,72.76,50.0,15.52,6.09,1.15
17,1700,e3ba98a843,Unified Valoid Council,Scientific,43.12,30.67,4.78,6.06,1.61
17,1700,50f9748c73,Scientific Vesperex Union,Scientific,55.7,50.0,0.0,5.7,0.0
17,1700,3e1c9fe27e,Cygnian Directorate,Scientific,56.79,50.0,0.0,5.99,0.8
17,1700,cb16d2a5bc,Gamma-cygnis Directorate,Scientific,42.52,24.25,12.0,5.86,0.42
17,1700,340e3912e2,Cygnite Directorate,Scientific,69.76,50.0,14.25,5.51,0.0
17,1700,6ebb371c3c,The Tau-galacticis Federation,Scientific,11.8,0.0,5.75,6.05,0.0
17,1700,1b37c066da,Valis Commonwealth,Scientific,4.87,0.0,0.0,4.87,0.0
17,1700,f4a721a47f,Gamma-galacticis Directorate,Scientific,10.11,0.0,4.96,5.15,0.0
17,1700,63d8758b53,The Aurelex Federation,Scientific,9.71,0.0,4.18,5.53,0.0
17,1700,415811daec,Solian Directorate,Scientific,66.75,50.0,8.53,5.39,2.83
17,1700,cb312b9d86,Aurelex Directorate,Scientific,33.69,29.15,0.0,4.54,0.0
17,1700,53dc64803e,Scientific Orionian Union,Scientific,59.56,50.0,3.75,5.47,0.34
17,1700,5b3c302325,Scientific Bulgian Union,Scientific,5.46,0.0,0.0,5.46,0.0
17,1700,947f74a852,Allied Sagittariite Systems,Explorer,58.9,50.0,1.07,6.58,1.25
17,1700,7df05aba52,Unified Sagittarian Council,Scientific,26.86,12.45,9.27,5.14,0.0
17,1700,e23dc5e375,Republic of Galactician,Diplomatic,4.75,0.0,0.0,4.75,0.0
17,1700,77811a2fa9,Gaeian Directorate,Scientific,11.09,0.0,8.0,3.09,0.0
17,1700,4a9574c523,Scientific Kaelumite Union,Scientific,55.87,50.0,0.0,5.87,0.0
17,1700,e99c95009e,Merex Directorate,Scientific,55.91,50.0,0.0,5.78,0.13
17,1700,6957a14d13,Xenian Directorate,Scientific,29.99,14.97,10.27,4.37,0.38
17,1700,2a34070c99,Consolidated Persean Worlds,Scientific,83.62,50.0,22.0,10.13,1.49
17,1700,4c67325ea2,Unified Persean Council,Scientific,59.15,50.0,3.12,6.04,0.0
17,1700,8eadd942b0,Scientific Phi-perseis Union,Scientific,48.01,36.91,3.89,5.62,1.59
17,1700,d2f4557294,Perseian Directorate,Scientific,68.0,50.0,9.25,5.97,2.78
17,1700,6657429a7c,Unified Ignis-ivis Council,Scientific,10.45,0.0,5.02,5.43,0.0
17,1700,5f5ebcf2f5,Solari Directorate,Scientific,57.41,48.93,0.83,5.23,2.41
17,1700,5578b4053f,Unified Zylaris Council,Scientific,56.16,50.0,2.13,4.03,0.0
17,1700,095464621d,Cygnan Commonwealth,Isolationist,55.08,50.0,0.0,5.08,0.0
17,1700,22e010a52d,Unified Cygnite Council,Scientific,48.14,31.24,10.11,5.56,1.24
17,1700,a987357567,Scientific Thranite Union,Scientific,5.23,0.0,0.0,5.23,0.0
17,1700,cf1fb521d7,Allied Sagittarian Systems,Scientific,60.88,50.0,5.72,5.1,0.07
17,1700,0895acc0af,Sagittarian Directorate,Industrialist,66.42,50.0,8.82,5.44,2.16
17,1700,cd650c58ff,Gamma-sagittariis Directorate,Scientific,57.19,50.0,1.5,5.54,0.15
17,1700,208f64f5f9,Scientific Sagittarian Union,Scientific,45.78,27.67,10.87,4.65,2.59
17,1700,a03b53100a,Orionex Directorate,Scientific,5.41,0.0,0.0,5.41,0.0
17,1700,2640424e04,Unified Aurelan Council,Scientific,7.78,0.0,2.15,5.63,0.0
17,1700,ad899b1ed9,The Meran Federation,Scientific,52.72,43.24,0.0,4.54,4.94
17,1700,b53d4251d2,Meroid Directorate,Scientific,55.75,50.0,0.0,5.75,0.0
17,1700,7994a1ada7,Unified Bulgan Council,Scientific,37.0,27.89,0.0,4.71,4.4
17,1700,2b100070c5,Bulgite Directorate,Scientific,55.51,50.0,0.0,5.51,0.0
17,1700,984d4d4161,Consolidated Vesperan Worlds,Scientific,15.5,0.0,10.25,5.25,0.0
17,1700,04b742dd38,The Perseian Federation,Scientific,4.5,0.0,0.0,4.5,0.0
17,1700,82f9ee8fb4,The Valoid Federation,Industrialist,12.96,0.0,7.73,5.22,0.0
17,1700,08d81107e6,Zylarian Directorate,Scientific,16.37,0.0,11.25,5.12,0.0
17,1700,38a2dd884c,Allied Sagittariian Systems,Industrialist,5.3,0.0,0.0,5.3,0.0
17,1700,1c90d82c80,Cygnian Directorate,Scientific,11.31,0.0,5.58,5.73,0.0
17,1700,a067552faf,Consolidated Ian Worlds,Scientific,69.46,50.0,10.83,5.74,2.89
17,1700,c6642b2284,Scientific Gaea-is Union,Scientific,23.18,17.87,0.0,5.31,0.0
17,1700,a222a74ae8,Zelex Directorate,Scientific,69.64,50.0,13.95,5.05,0.64
17,1700,c235dc422c,Scientific Kaeluman Union,Industrialist,59.37,50.0,1.76,5.69,1.92
17,1700,9dbca7c528,Unified Vesperari Council,Scientific,63.68,50.0,7.79,5.89,0.0
17,1700,f714a79195,Scientific Orionian Union,Scientific,32.53,14.89,10.95,5.04,1.65
17,1700,f6221e08e8,Orionian Directorate,Scientific,60.54,50.0,5.75,4.79,0.0
17,1700,f0cb6b0a91,Xenoid Directorate,Scientific,57.21,50.0,1.66,5.27,0.28
17,1700,609e70586f,Scientific Kaeluman Union,Scientific,54.88,50.0,0.0,4.88,0.0
17,1700,a866d8dcfc,Zelis Directorate,Scientific,58.93,50.0,3.25,5.27,0.41
17,1700,26a6b7dcc3,Consolidated Valan Worlds,Diplomatic,65.47,50.0,8.25,5.91,1.3
17,1700,7be35390be,Scientific Valan Union,Scientific,60.15,50.0,1.25,5.32,3.58
17,1700,87f864fe83,Unified Thranari Council,Scientific,55.88,50.0,0.0,5.88,0.0
17,1700,3ba7df6ae1,Scientific Thranite Union,Scientific,33.57,27.89,0.0,5.3,0.38
17,1700,edb45b6eec,Unified Kaelumoid Council,Scientific,63.95,50.0,9.0,4.52,0.43
17,1700,fe5ce1f2b8,Consolidated Kaelumari Worlds,Scientific,60.7,50.0,6.75,3.95,0.0
17,1700,a31575c86a,Unified Orionex Council,Scientific,41.4,21.57,14.02,5.3,0.5
17,1700,7652ec5c8d,Unified Theta-perseis Council,Scientific,4.45,0.0,0.0,4.45,0.0
17,1700,98fbfa35fa,Sigma-orionis Commonwealth,Industrialist,7.46,0.0,2.25,5.21,0.0
17,1700,f0ada7121c,Consolidated Solex Worlds,Industrialist,75.49,50.0,18.24,5.19,2.06
17,1700,6eb9b1daf2,Scientific Xenite Union,Scientific,52.92,40.13,7.45,5.34,0.0
17,1700,07a0027478,The Vesperis Federation,Scientific,62.66,50.0,0.0,5.65,7.02
17,1700,187eb0978f,Scientific Merite Union,Scientific,7.27,0.0,1.5,5.77,0.0
17,1700,8bd71d17f7,Unified Xenis Council,Scientific,67.45,50.0,11.21,5.91,0.34
17,1700,7f4ec7825c,Allied Soloid Systems,Scientific,61.05,50.0,0.0,5.97,5.08
17,1700,a1d0ea467a,Unified Meris Council,Scientific,57.45,40.34,11.3,5.81,0.0
17,1700,71d820677a,The Zylaran Federation,Scientific,61.06,48.22,0.0,6.09,6.74
17,1700,6d2f3e5ed1,Aurelari Directorate,Scientific,34.49,28.88,0.0,5.61,0.0
17,1700,be3191b575,Scientific Eta-galacticis Union,Scientific,23.9,18.59,0.0,5.31,0.0
17,1700,63f01adf18,Consolidated Galacticite Worlds,Diplomatic,70.11,50.0,8.77,5.81,5.53
17,1700,b75dce1421,Allied Bulgite Systems,Industrialist,74.44,50.0,14.73,5.79,3.92
17,1700,4c8e6a8540,Allied Bulgan Systems,Scientific,43.64,36.57,1.25,5.82,0.0
17,1700,76c64a14d6,Unified Orionoid Council,Scientific,9.93,0.0,4.25,5.68,0.0
17,1700,517cb43ce0,Scientific Solan Union,Scientific,58.38,50.0,3.12,5.26,0.0
17,1700,d378f96d17,Kaelumian Commonwealth,Scientific,45.55,25.03,11.07,4.98,4.47
17,1700,7664b6b371,Orionian Directorate,Scientific,68.2,50.0,11.32,5.52,1.36
17,1700,739bb87006,Unified Aurelex Council,Scientific,56.03,50.0,0.0,5.29,0.74
17,1700,8853384409,Unified Kaelumex Council,Scientific,5.26,0.0,0.0,5.26,0.0
17,1700,bda6417e80,Scientific Persean Union,Scientific,59.41,50.0,0.0,5.7,3.7
17,1700,56cd534bb7,The Persean Federation,Scientific,60.02,50.0,0.0,5.4,4.62
17,1700,c6e77e6789,Persean Directorate,Scientific,61.94,50.0,6.6,5.34,0.0
17,1700,ac4afd4a27,Perseite Directorate,Scientific,59.07,50.0,2.14,5.09,1.84
17,1700,c5213edcba,Scientific Meran Union,Scientific,16.91,0.0,11.85,5.06,0.0
17,1700,37b8da7a55,Zylaris Directorate,Scientific,7.04,0.0,1.5,5.54,0.0
17,1700,c1803ec34d,Aurelari Directorate,Scientific,14.83,0.0,11.0,3.83,0.0
17,1700,d957806d32,Galactician Commonwealth,Isolationist,59.74,50.0,0.0,5.48,4.26
17,1700,fcda05fc4e,Unified Sigma-galacticis Council,Scientific,68.88,50.0,13.25,5.63,0.0
17,1700,2320e9a617,Galactican Directorate,Scientific,44.03,34.96,0.0,6.39,2.68
17,1700,75a58165a0,The Galactican Federation,Isolationist,75.92,50.0,9.57,6.35,10.0
17,1700,d5f12251b2,Unified Xenian Council,Scientific,55.26,50.0,0.0,5.26,0.0
17,1700,b4221d6e15,Unified Xenis Council,Scientific,56.08,50.0,0.0,5.42,0.66
17,1700,b3ddaf54de,Unified Zylarex Council,Scientific,55.37,50.0,0.0,4.73,0.63
17,1700,fa8159dac5,Unified Xenian Council,Scientific,42.74,29.77,5.34,6.57,1.06
17,1700,b0eb206a08,The Thranis Federation,Industrialist,65.06,50.0,0.0,5.41,9.66
17,1700,658cf93cc4,Unified Zylarian Council,Scientific,46.66,26.92,13.27,6.47,0.0
17,1700,3b106fa102,Unified Perseian Council,Scientific,40.9,26.45,5.69,5.24,3.52
17,1700,cb6235e194,Allied Phi-perseis Systems,Scientific,54.51,50.0,0.0,4.51,0.0
17,1700,6a9427ac16,Consolidated Prometheian Worlds,Scientific,19.72,0.0,14.01,5.71,0.0
17,1700,094756ff65,Unified Vesperis Council,Industrialist,55.16,41.76,6.5,5.25,1.65
